,Battle,Date,Location,Result,belligerent,inflicted,opp,own,pos,taken
867,Battle_of_Cartagena_de_Indias,March–May 1741,"Cartagena de Indias, Viceroyalty of New Granada (present-day Colombia)","Decisive Spanish victory: British withdrawal, Spain consolidates its supremacy in South America.",Campuzano Polanco family,"9,500–11,500 dead[11][12][13]
7,500 wounded and sick
1,500 guns lost[14]
6 Royal Navy ships lost[15][16]
17 Royal Navy ships of the line heavily damaged[13][17]
4 frigates and 27 transports lost[18]","27,400–30,000 military personnel:[1][2]

12,000 regulars, marines and militia[3]
15,398 Royal Navy sailors[4]

29 ships of the line
22 frigates[5]
135 transports and other craft[6]","3,000–4,000 military personnel:[7]

2,700 regulars[8] and 400 marines
600 sailors and 300 militia[9][10]
600 native archers
6 ships of the line and numerous shore-based guns",R,"800 dead[19]
1,200 wounded[20]
6 ships lost
5 forts
3 batteries"
868,Battle_of_Cartagena_de_Indias,March–May 1741,"Cartagena de Indias, Viceroyalty of New Granada (present-day Colombia)","Decisive Spanish victory: British withdrawal, Spain consolidates its supremacy in South America.",Carlos Desnaux,"9,500–11,500 dead[11][12][13]
7,500 wounded and sick
1,500 guns lost[14]
6 Royal Navy ships lost[15][16]
17 Royal Navy ships of the line heavily damaged[13][17]
4 frigates and 27 transports lost[18]","27,400–30,000 military personnel:[1][2]

12,000 regulars, marines and militia[3]
15,398 Royal Navy sailors[4]

29 ships of the line
22 frigates[5]
135 transports and other craft[6]","3,000–4,000 military personnel:[7]

2,700 regulars[8] and 400 marines
600 sailors and 300 militia[9][10]
600 native archers
6 ships of the line and numerous shore-based guns",R,"800 dead[19]
1,200 wounded[20]
6 ships lost
5 forts
3 batteries"
869,Battle_of_Mollwitz,10 April 1741,"Mollwitz, Silesia, now Małujowice, Poland",Prussian victory,Frederick the Great,"4,550 dead, wounded or missing/prisoners[3]","19,000[2]","21,600[1]",L,"4,850 dead, wounded or missing/prisoners[3]"
870,Battle_of_Mollwitz,10 April 1741,"Mollwitz, Silesia, now Małujowice, Poland",Prussian victory,Kurt Christoph Graf von Schwerin,"4,550 dead, wounded or missing/prisoners[3]","19,000[2]","21,600[1]",L,"4,850 dead, wounded or missing/prisoners[3]"
871,Battle_of_Mollwitz,10 April 1741,"Mollwitz, Silesia, now Małujowice, Poland",Prussian victory,Wilhelm Reinhard von Neipperg,"4,850 dead, wounded or missing/prisoners[3]","21,600[1]","19,000[2]",R,"4,550 dead, wounded or missing/prisoners[3]"
872,Battle_of_Colachel,10 August 1741,"Kolachel, India",Decisive victory for the Kingdom of Travancore,Marthanda Varma,"Heavy, 24 officers including Eustachius De Lannoy captured","Unknown number of Dutch East India company troops, equipped with artillery",Travancore army,L,Light
873,Battle_of_Colachel,10 August 1741,"Kolachel, India",Decisive victory for the Kingdom of Travancore,Ramayyan Dalawa,"Heavy, 24 officers including Eustachius De Lannoy captured","Unknown number of Dutch East India company troops, equipped with artillery",Travancore army,L,Light
874,Battle_of_Colachel,10 August 1741,"Kolachel, India",Decisive victory for the Kingdom of Travancore,Eustachius De Lannoy,Light,Travancore army,"Unknown number of Dutch East India company troops, equipped with artillery",R,"Heavy, 24 officers including Eustachius De Lannoy captured"
875,Battle_of_Chotusitz,17 May 1742,"Chotusice, Bohemia
49°56′N 15°23′E﻿ / ﻿49.933°N 15.383°E﻿ / 49.933; 15.383Coordinates: 49°56′N 15°23′E﻿ / ﻿49.933°N 15.383°E﻿ / 49.933; 15.383",Prussian victory,Prince Charles Alexander of Lorraine,"7,000:[8][9]
1,905 dead
4,000 to 5,000 wounded, missing including:
1,000 captured","28,000
88 cannon[4]","30,000[2]
40 cannon[3]",L,"7,000:[5][6]
1,052 dead
5,000 to 6,000 wounded, missing including:
1,000 captured[7]
18 guns"
876,Battle_of_Chotusitz,17 May 1742,"Chotusice, Bohemia
49°56′N 15°23′E﻿ / ﻿49.933°N 15.383°E﻿ / 49.933; 15.383Coordinates: 49°56′N 15°23′E﻿ / ﻿49.933°N 15.383°E﻿ / 49.933; 15.383",Prussian victory,Frederick the Great,"7,000:[5][6]
1,052 dead
5,000 to 6,000 wounded, missing including:
1,000 captured[7]
18 guns","30,000[2]
40 cannon[3]","28,000
88 cannon[4]",R,"7,000:[8][9]
1,905 dead
4,000 to 5,000 wounded, missing including:
1,000 captured"
877,Battle_of_Dettingen,27 June 1743,"Dettingen (now Karlstein am Main), Bavaria",Allied victory[1],George II of Great Britain,"4,000[8]-4,500[9]

526 Horse
3680 Foot[c]
33 Artillerymen","23,000[3][4] engaged of 45,000

5 Infantry Brigades

27 Squadrons

56 guns","35,000–37,000:[2]

15 British battalions
18 British squadrons

14 Austrian battalions
10 Austrian Squadrons

13 Hanoverian battalions
16 Hanoverian squadrons

98 guns",L,"2,000 – 3,000[5][6]

British: 337 Horse, 494 Foot
Hanoverians: 20 Horse, 533 Foot
Austrians: 65 Horse, 912 Foot[7]"
878,Battle_of_Dettingen,27 June 1743,"Dettingen (now Karlstein am Main), Bavaria",Allied victory[1],"John Dalrymple, 2nd Earl of Stair","4,000[8]-4,500[9]

526 Horse
3680 Foot[c]
33 Artillerymen","23,000[3][4] engaged of 45,000

5 Infantry Brigades

27 Squadrons

56 guns","35,000–37,000:[2]

15 British battalions
18 British squadrons

14 Austrian battalions
10 Austrian Squadrons

13 Hanoverian battalions
16 Hanoverian squadrons

98 guns",L,"2,000 – 3,000[5][6]

British: 337 Horse, 494 Foot
Hanoverians: 20 Horse, 533 Foot
Austrians: 65 Horse, 912 Foot[7]"
879,Battle_of_Dettingen,27 June 1743,"Dettingen (now Karlstein am Main), Bavaria",Allied victory[1],Léopold Philippe d'Arenberg,"4,000[8]-4,500[9]

526 Horse
3680 Foot[c]
33 Artillerymen","23,000[3][4] engaged of 45,000

5 Infantry Brigades

27 Squadrons

56 guns","35,000–37,000:[2]

15 British battalions
18 British squadrons

14 Austrian battalions
10 Austrian Squadrons

13 Hanoverian battalions
16 Hanoverian squadrons

98 guns",L,"2,000 – 3,000[5][6]

British: 337 Horse, 494 Foot
Hanoverians: 20 Horse, 533 Foot
Austrians: 65 Horse, 912 Foot[7]"
880,Battle_of_Dettingen,27 June 1743,"Dettingen (now Karlstein am Main), Bavaria",Allied victory[1],Wilhelm Reinhard von Neipperg,"4,000[8]-4,500[9]

526 Horse
3680 Foot[c]
33 Artillerymen","23,000[3][4] engaged of 45,000

5 Infantry Brigades

27 Squadrons

56 guns","35,000–37,000:[2]

15 British battalions
18 British squadrons

14 Austrian battalions
10 Austrian Squadrons

13 Hanoverian battalions
16 Hanoverian squadrons

98 guns",L,"2,000 – 3,000[5][6]

British: 337 Horse, 494 Foot
Hanoverians: 20 Horse, 533 Foot
Austrians: 65 Horse, 912 Foot[7]"
881,Battle_of_Dettingen,27 June 1743,"Dettingen (now Karlstein am Main), Bavaria",Allied victory[1],Adrien Maurice de Noailles,"2,000 – 3,000[5][6]

British: 337 Horse, 494 Foot
Hanoverians: 20 Horse, 533 Foot
Austrians: 65 Horse, 912 Foot[7]","35,000–37,000:[2]

15 British battalions
18 British squadrons

14 Austrian battalions
10 Austrian Squadrons

13 Hanoverian battalions
16 Hanoverian squadrons

98 guns","23,000[3][4] engaged of 45,000

5 Infantry Brigades

27 Squadrons

56 guns",R,"4,000[8]-4,500[9]

526 Horse
3680 Foot[c]
33 Artillerymen"
882,Battle_of_Dettingen,27 June 1743,"Dettingen (now Karlstein am Main), Bavaria",Allied victory[1],"Louis de Gramont, 6th Duke of Gramont","2,000 – 3,000[5][6]

British: 337 Horse, 494 Foot
Hanoverians: 20 Horse, 533 Foot
Austrians: 65 Horse, 912 Foot[7]","35,000–37,000:[2]

15 British battalions
18 British squadrons

14 Austrian battalions
10 Austrian Squadrons

13 Hanoverian battalions
16 Hanoverian squadrons

98 guns","23,000[3][4] engaged of 45,000

5 Infantry Brigades

27 Squadrons

56 guns",R,"4,000[8]-4,500[9]

526 Horse
3680 Foot[c]
33 Artillerymen"
883,Battle_of_Toulon_(1744),22 February 1744[note 1],"Mediterranean, near Toulon, France","Tactically indecisive[1]
Strategic Franco-Spanish victory[1]","Juan José Navarro, 1st Marquis of la Victoria","142 dead
196 wounded[4][5]
10 ships damaged[6]
1 fireship sunk[3]

338 killed or wounded[3]","30 ships of the line
3 frigates
6 others
(2,280 guns)","27 ships of the line
3 frigates
3 others
(1,806 guns)",L,"149 dead
467 wounded
1 ship of the line scuttled[2][3][note 2]

616 killed or wounded"
884,Battle_of_Toulon_(1744),22 February 1744[note 1],"Mediterranean, near Toulon, France","Tactically indecisive[1]
Strategic Franco-Spanish victory[1]",Claude-Élisée de Court de La Bruyère,"142 dead
196 wounded[4][5]
10 ships damaged[6]
1 fireship sunk[3]

338 killed or wounded[3]","30 ships of the line
3 frigates
6 others
(2,280 guns)","27 ships of the line
3 frigates
3 others
(1,806 guns)",L,"149 dead
467 wounded
1 ship of the line scuttled[2][3][note 2]

616 killed or wounded"
885,Battle_of_Toulon_(1744),22 February 1744[note 1],"Mediterranean, near Toulon, France","Tactically indecisive[1]
Strategic Franco-Spanish victory[1]",Thomas Mathews,"149 dead
467 wounded
1 ship of the line scuttled[2][3][note 2]

616 killed or wounded","27 ships of the line
3 frigates
3 others
(1,806 guns)","30 ships of the line
3 frigates
6 others
(2,280 guns)",R,"142 dead
196 wounded[4][5]
10 ships damaged[6]
1 fireship sunk[3]

338 killed or wounded[3]"
886,Battle_of_Toulon_(1744),22 February 1744[note 1],"Mediterranean, near Toulon, France","Tactically indecisive[1]
Strategic Franco-Spanish victory[1]",Richard Lestock,"149 dead
467 wounded
1 ship of the line scuttled[2][3][note 2]

616 killed or wounded","27 ships of the line
3 frigates
3 others
(1,806 guns)","30 ships of the line
3 frigates
6 others
(2,280 guns)",R,"142 dead
196 wounded[4][5]
10 ships damaged[6]
1 fireship sunk[3]

338 killed or wounded[3]"
887,Battle_of_Toulon_(1744),22 February 1744[note 1],"Mediterranean, near Toulon, France","Tactically indecisive[1]
Strategic Franco-Spanish victory[1]",William Rowley (Royal Navy officer),"149 dead
467 wounded
1 ship of the line scuttled[2][3][note 2]

616 killed or wounded","27 ships of the line
3 frigates
3 others
(1,806 guns)","30 ships of the line
3 frigates
6 others
(2,280 guns)",R,"142 dead
196 wounded[4][5]
10 ships damaged[6]
1 fireship sunk[3]

338 killed or wounded[3]"
888,Battle_of_Villafranca_(1744),20 April 1744,"Villafranca Marittima, Sardinia
(present-day France)",Franco-Spanish victory[1],"Philip, Duke of Parma","1,500 dead or wounded
1,830 captured","8,000","30,000",L,"2,820 casualties"
889,Battle_of_Villafranca_(1744),20 April 1744,"Villafranca Marittima, Sardinia
(present-day France)",Franco-Spanish victory[1],"Louis François, Prince of Conti","1,500 dead or wounded
1,830 captured","8,000","30,000",L,"2,820 casualties"
890,Battle_of_Villafranca_(1744),20 April 1744,"Villafranca Marittima, Sardinia
(present-day France)",Franco-Spanish victory[1],"Vittorio Francesco, Marquis of Susa","2,820 casualties","30,000","8,000",R,"1,500 dead or wounded
1,830 captured"
891,Battle_of_Villafranca_(1744),20 April 1744,"Villafranca Marittima, Sardinia
(present-day France)",Franco-Spanish victory[1],Thomas Mathews,"2,820 casualties","30,000","8,000",R,"1,500 dead or wounded
1,830 captured"
892,Battle_of_Casteldelfino,18 July 1744,"Casteldelfino, in present-day Cuneo, Italy",French victory,Ballì de Givry,"2,000 dead, wounded, or captured","2,000",5.000,L,"1,900 dead or wounded"
893,Battle_of_Casteldelfino,18 July 1744,"Casteldelfino, in present-day Cuneo, Italy",French victory,"Louis François, Prince of Conti","2,000 dead, wounded, or captured","2,000",5.000,L,"1,900 dead or wounded"
894,Battle_of_Casteldelfino,18 July 1744,"Casteldelfino, in present-day Cuneo, Italy",French victory,Charles Emmanuel III of Sardinia,"1,900 dead or wounded",5.000,"2,000",R,"2,000 dead, wounded, or captured"
895,Battle_of_Madonna_dell'Olmo,30 September 1744,"Cuneo, Piedmont (present-day Italy)",Franco-Spanish tactical victory[2] but subsequent withdrawal[3],"Philip, Duke of Parma","4,400 dead, wounded or captured","c. 25,000","c. 26,000",L,"2,700 dead or wounded"
896,Battle_of_Madonna_dell'Olmo,30 September 1744,"Cuneo, Piedmont (present-day Italy)",Franco-Spanish tactical victory[2] but subsequent withdrawal[3],"Jaime Miguel de Guzmán de Avalos y Spinola, Marquis of la Mina, Duke of Palata and Prince of Masa","4,400 dead, wounded or captured","c. 25,000","c. 26,000",L,"2,700 dead or wounded"
897,Battle_of_Madonna_dell'Olmo,30 September 1744,"Cuneo, Piedmont (present-day Italy)",Franco-Spanish tactical victory[2] but subsequent withdrawal[3],"Louis François, Prince of Conti","4,400 dead, wounded or captured","c. 25,000","c. 26,000",L,"2,700 dead or wounded"
898,Battle_of_Madonna_dell'Olmo,30 September 1744,"Cuneo, Piedmont (present-day Italy)",Franco-Spanish tactical victory[2] but subsequent withdrawal[3],Charles Emmanuel III of Sardinia,"2,700 dead or wounded","c. 26,000","c. 25,000",R,"4,400 dead, wounded or captured"
899,Battle_of_Fontenoy,11 May 1745[1],"near Tournai, present-day Belgium
50°34′10″N 3°28′30″E﻿ / ﻿50.5694°N 3.4750°E﻿ / 50.5694; 3.4750",Decisive French victory,"Prince William, Duke of Cumberland","7,000 to 7,500:[9]
~2,500 killed
~5,000 wounded","50,000[4]
110 guns[5]","52,000[2]
101 guns[3]",L,"10,000 to 12,000:[6]
~2,500 killed
~5,000 wounded
~3,500 captured[7]
~40 cannon[8]"
900,Battle_of_Fontenoy,11 May 1745[1],"near Tournai, present-day Belgium
50°34′10″N 3°28′30″E﻿ / ﻿50.5694°N 3.4750°E﻿ / 50.5694; 3.4750",Decisive French victory,Dominik von Königsegg-Rothenfels,"7,000 to 7,500:[9]
~2,500 killed
~5,000 wounded","50,000[4]
110 guns[5]","52,000[2]
101 guns[3]",L,"10,000 to 12,000:[6]
~2,500 killed
~5,000 wounded
~3,500 captured[7]
~40 cannon[8]"
901,Battle_of_Fontenoy,11 May 1745[1],"near Tournai, present-day Belgium
50°34′10″N 3°28′30″E﻿ / ﻿50.5694°N 3.4750°E﻿ / 50.5694; 3.4750",Decisive French victory,"Karl August, Prince of Waldeck and Pyrmont","7,000 to 7,500:[9]
~2,500 killed
~5,000 wounded","50,000[4]
110 guns[5]","52,000[2]
101 guns[3]",L,"10,000 to 12,000:[6]
~2,500 killed
~5,000 wounded
~3,500 captured[7]
~40 cannon[8]"
902,Battle_of_Fontenoy,11 May 1745[1],"near Tournai, present-day Belgium
50°34′10″N 3°28′30″E﻿ / ﻿50.5694°N 3.4750°E﻿ / 50.5694; 3.4750",Decisive French victory,Louis XV of France,"10,000 to 12,000:[6]
~2,500 killed
~5,000 wounded
~3,500 captured[7]
~40 cannon[8]","52,000[2]
101 guns[3]","50,000[4]
110 guns[5]",R,"7,000 to 7,500:[9]
~2,500 killed
~5,000 wounded"
903,Battle_of_Fontenoy,11 May 1745[1],"near Tournai, present-day Belgium
50°34′10″N 3°28′30″E﻿ / ﻿50.5694°N 3.4750°E﻿ / 50.5694; 3.4750",Decisive French victory,Maurice de Saxe,"10,000 to 12,000:[6]
~2,500 killed
~5,000 wounded
~3,500 captured[7]
~40 cannon[8]","52,000[2]
101 guns[3]","50,000[4]
110 guns[5]",R,"7,000 to 7,500:[9]
~2,500 killed
~5,000 wounded"
904,Battle_of_Hohenfriedberg,4 June 1745,"Striegau, Prussian Silesia (present-day Poland)",Decisive Prussian victory,Frederick the Great,"8,650 dead or wounded,
5,080 captured","62,500[1]
122 guns","58,500
192 guns",L,"4,800"
905,Battle_of_Hohenfriedberg,4 June 1745,"Striegau, Prussian Silesia (present-day Poland)",Decisive Prussian victory,Prince Charles Alexander of Lorraine,"4,800","58,500
192 guns","62,500[1]
122 guns",R,"8,650 dead or wounded,
5,080 captured"
906,Battle_of_Hohenfriedberg,4 June 1745,"Striegau, Prussian Silesia (present-day Poland)",Decisive Prussian victory,"Johann Adolf II, Duke of Saxe-Weissenfels","4,800","58,500
192 guns","62,500[1]
122 guns",R,"8,650 dead or wounded,
5,080 captured"
907,Battle_of_Prestonpans,21 September 1745,"Prestonpans (near Edinburgh), Scotland",Jacobite victory,John Cope (British Army officer),"30 killed
70 wounded","2,500","2,300",L,"300 killed
400 to 500 wounded
1,400 to 1,500 captured[1]"
908,Battle_of_Prestonpans,21 September 1745,"Prestonpans (near Edinburgh), Scotland",Jacobite victory,Charles Edward Stuart,"300 killed
400 to 500 wounded
1,400 to 1,500 captured[1]","2,300","2,500",R,"30 killed
70 wounded"
909,Battle_of_Prestonpans,21 September 1745,"Prestonpans (near Edinburgh), Scotland",Jacobite victory,Lord George Murray (general),"300 killed
400 to 500 wounded
1,400 to 1,500 captured[1]","2,300","2,500",R,"30 killed
70 wounded"
910,Battle_of_Soor,30 September 1745,"Hajnice, Bohemia, modern day Czech Republic",Prussian victory,Frederick the Great,"7,444 killed, wounded and missing[3]","40,200[3]","22,500[2]",L,"856 killed
3,055 wounded or missing[3]"
911,Battle_of_Soor,30 September 1745,"Hajnice, Bohemia, modern day Czech Republic",Prussian victory,Prince Charles Alexander of Lorraine,"856 killed
3,055 wounded or missing[3]","22,500[2]","40,200[3]",R,"7,444 killed, wounded and missing[3]"
912,Battle_of_Kesselsdorf,15 December 1745,"Kesselsdorf, near Dresden, present-day Germany",Prussian victory,"Leopold I, Prince of Anhalt-Dessau","10,500:

3,800 dead and wounded
6,700 captured
48 cannon","35,000:

28,000 Saxons
7,000 Austrians
80 field and battalion guns[3]","32,000[2]
33 field guns
additional battalion guns",L,"5,100:

1,600 killed
3,500 wounded and missing"
913,Battle_of_Kesselsdorf,15 December 1745,"Kesselsdorf, near Dresden, present-day Germany",Prussian victory,Frederick Augustus Rutowsky,"5,100:

1,600 killed
3,500 wounded and missing","32,000[2]
33 field guns
additional battalion guns","35,000:

28,000 Saxons
7,000 Austrians
80 field and battalion guns[3]",R,"10,500:

3,800 dead and wounded
6,700 captured
48 cannon"
914,Battle_of_Kars,17 November 1877,"Kars, Ottoman Empire",Russian victory,Mikhail Loris-Melikov,"7,000 killed and wounded[1]
18,000 captured[1]","25,000
303 guns","28,000
119 guns",L,"2,270 total[1]"
915,Battle_of_Kars,17 November 1877,"Kars, Ottoman Empire",Russian victory,Ivan Davidovich Lazarev,"7,000 killed and wounded[1]
18,000 captured[1]","25,000
303 guns","28,000
119 guns",L,"2,270 total[1]"
916,Battle_of_Kars,17 November 1877,"Kars, Ottoman Empire",Russian victory,Hussein Hami Pasha,"2,270 total[1]","28,000
119 guns","25,000
303 guns",R,"7,000 killed and wounded[1]
18,000 captured[1]"
917,Battle_of_Falkirk_(1746),17 January 1746,"Falkirk, Scotland",Jacobite victory,Henry Hawley,"50 killed, 80 wounded","ca. 8,000 men","ca. 7,000 men",L,"350 killed/wounded, 300 captured"
918,Battle_of_Falkirk_(1746),17 January 1746,"Falkirk, Scotland",Jacobite victory,Charles Edward Stuart,"350 killed/wounded, 300 captured","ca. 7,000 men","ca. 8,000 men",R,"50 killed, 80 wounded"
919,Battle_of_Falkirk_(1746),17 January 1746,"Falkirk, Scotland",Jacobite victory,Lord George Murray (general),"350 killed/wounded, 300 captured","ca. 7,000 men","ca. 8,000 men",R,"50 killed, 80 wounded"
920,Battle_of_Culloden_Moor,16 April 1746,"Culloden, east of Inverness
grid reference NH742450[1]
Coordinates: 57°28′42″N 4°5′51″W﻿ / ﻿57.47833°N 4.09750°W﻿ / 57.47833; -4.09750","Decisive government victory
End of Jacobite rising","Prince William, Duke of Cumberland","Jacobites:
1,500–2,000 killed or wounded[2][3]
154 captured[2]
France:
222 captured[2]","7,000
12 guns","8,000
10 guns
6 mortars",L,"240–400 killed[2]
1000 wounded[2]"
921,Battle_of_Culloden_Moor,16 April 1746,"Culloden, east of Inverness
grid reference NH742450[1]
Coordinates: 57°28′42″N 4°5′51″W﻿ / ﻿57.47833°N 4.09750°W﻿ / 57.47833; -4.09750","Decisive government victory
End of Jacobite rising",Charles Edward Stuart,"240–400 killed[2]
1000 wounded[2]","8,000
10 guns
6 mortars","7,000
12 guns",R,"Jacobites:
1,500–2,000 killed or wounded[2][3]
154 captured[2]
France:
222 captured[2]"
922,Battle_of_Piacenza,16 June 1746,"Piacenza, Italy",Decisive Austrian victory[1][2],"Jean Thierry du Mont, comte de Gages","3,400 dead or wounded[4]","45,000[3]","25,000 Spanish,
15,000 French[3]",L,"13,000 dead, wounded and captured[4]"
923,Battle_of_Piacenza,16 June 1746,"Piacenza, Italy",Decisive Austrian victory[1][2],"Jean-Baptiste Francois des Marets, marquis de Maillebois","3,400 dead or wounded[4]","45,000[3]","25,000 Spanish,
15,000 French[3]",L,"13,000 dead, wounded and captured[4]"
924,Battle_of_Piacenza,16 June 1746,"Piacenza, Italy",Decisive Austrian victory[1][2],"Joseph Wenzel I, Prince of Liechtenstein","13,000 dead, wounded and captured[4]","25,000 Spanish,
15,000 French[3]","45,000[3]",R,"3,400 dead or wounded[4]"
925,Battle_of_Piacenza,16 June 1746,"Piacenza, Italy",Decisive Austrian victory[1][2],Antoniotto Botta Adorno,"13,000 dead, wounded and captured[4]","25,000 Spanish,
15,000 French[3]","45,000[3]",R,"3,400 dead or wounded[4]"
926,Battle_of_Piacenza,16 June 1746,"Piacenza, Italy",Decisive Austrian victory[1][2],Maximilian Ulysses Browne,"13,000 dead, wounded and captured[4]","25,000 Spanish,
15,000 French[3]","45,000[3]",R,"3,400 dead or wounded[4]"
927,Battle_of_Rottofreddo,10 August 1746[1],"Rottofreno, Province of Piacenza, Italy","Indecisive, French retreat","Jean-Baptiste Francois des Marets, marquis de Maillebois",3000,30.000,25.000[2],L,6000
928,Battle_of_Rottofreddo,10 August 1746[1],"Rottofreno, Province of Piacenza, Italy","Indecisive, French retreat","Jean Thierry du Mont, comte de Gages",3000,30.000,25.000[2],L,6000
929,Battle_of_Rottofreddo,10 August 1746[1],"Rottofreno, Province of Piacenza, Italy","Indecisive, French retreat",Antoniotto Botta Adorno,6000,25.000[2],30.000,R,3000
930,Battle_of_Rottofreddo,10 August 1746[1],"Rottofreno, Province of Piacenza, Italy","Indecisive, French retreat",Maximilian Ulysses Browne,6000,25.000[2],30.000,R,3000
931,Battle_of_Rocoux,11 October 1746,"Rocourt, Prince-Bishopric of Liège, Holy Roman Empire",French victory,Prince Charles Alexander of Lorraine,"3,500[7]","120,000[4]","80-97,000[3][4]",L,"4,000-5,000 dead[5]
3,000 captured[4]
30 cannon[6]"
932,Battle_of_Rocoux,11 October 1746,"Rocourt, Prince-Bishopric of Liège, Holy Roman Empire",French victory,"John Ligonier, 1st Earl Ligonier","3,500[7]","120,000[4]","80-97,000[3][4]",L,"4,000-5,000 dead[5]
3,000 captured[4]
30 cannon[6]"
933,Battle_of_Rocoux,11 October 1746,"Rocourt, Prince-Bishopric of Liège, Holy Roman Empire",French victory,"Karl August, Prince of Waldeck and Pyrmont","3,500[7]","120,000[4]","80-97,000[3][4]",L,"4,000-5,000 dead[5]
3,000 captured[4]
30 cannon[6]"
934,Battle_of_Rocoux,11 October 1746,"Rocourt, Prince-Bishopric of Liège, Holy Roman Empire",French victory,Maurice de Saxe,"4,000-5,000 dead[5]
3,000 captured[4]
30 cannon[6]","80-97,000[3][4]","120,000[4]",R,"3,500[7]"
935,Battle_of_Lauffeld,2 July 1747,Lauffeld between Tongeren and Maastricht.,Decisive French victory[3],"Prince William, Duke of Cumberland","8,700[6]
Including 1,500 prisoners","80,000","60,000",L,"8,000[4]
Including 2,000 prisoners[5]
16 cannon"
936,Battle_of_Lauffeld,2 July 1747,Lauffeld between Tongeren and Maastricht.,Decisive French victory[3],"Karl August, Prince of Waldeck and Pyrmont","8,700[6]
Including 1,500 prisoners","80,000","60,000",L,"8,000[4]
Including 2,000 prisoners[5]
16 cannon"
937,Battle_of_Lauffeld,2 July 1747,Lauffeld between Tongeren and Maastricht.,Decisive French victory[3],Károly József Batthyány,"8,700[6]
Including 1,500 prisoners","80,000","60,000",L,"8,000[4]
Including 2,000 prisoners[5]
16 cannon"
938,Battle_of_Lauffeld,2 July 1747,Lauffeld between Tongeren and Maastricht.,Decisive French victory[3],Maurice de Saxe,"8,000[4]
Including 2,000 prisoners[5]
16 cannon","60,000","80,000",R,"8,700[6]
Including 1,500 prisoners"
939,Siege_of_Bergen_op_Zoom_(1747),July – September 1747,"Bergen op Zoom, Dutch Republic",French victory,Edward Braddock,"5,259[2]
17 supply ships[3]","initially 30,000, varying during the siege","initially 10,000, varying during the siege",L,"5,000[1]
200 cannon captured"
940,Siege_of_Bergen_op_Zoom_(1747),July – September 1747,"Bergen op Zoom, Dutch Republic",French victory,"Ulrich Frédéric Woldemar, Comte de Lowendal","5,000[1]
200 cannon captured","initially 10,000, varying during the siege","initially 30,000, varying during the siege",R,"5,259[2]
17 supply ships[3]"
941,Battle_of_Assietta,19 July 1747,"Colle dell'Assietta, Savoy-Sardinia",Sardinian victory,Louis Charles Armand Fouquet,299 [2],13 Battalions [1],32 Battalions [1],L,"5,300 [2]"
942,Battle_of_Assietta,19 July 1747,"Colle dell'Assietta, Savoy-Sardinia",Sardinian victory,Giovanni Battista Cacherano di Bricherasio,"5,300 [2]",32 Battalions [1],13 Battalions [1],R,299 [2]
943,Battle_of_Havana_(1748),12 October 1748,"Caribbean Sea, near Havana, Captaincy General of Cuba","Tactical British victory[1][2][3]
Strategically indecisive[4][5]
Safe passage of Spanish treasure fleet[5]","Sir Charles Knowles, 1st Baronet","1 ship captured
1 ship destroyed
1 ship heavily damaged[3]
86 dead and 197 wounded[7]
470 captured[6]","2 third-rates,
4 fourth-rates,
1 frigate","2 third-rates,
5 fourth-rates",L,59 killed and 120 wounded[6]
944,Battle_of_Havana_(1748),12 October 1748,"Caribbean Sea, near Havana, Captaincy General of Cuba","Tactical British victory[1][2][3]
Strategically indecisive[4][5]
Safe passage of Spanish treasure fleet[5]",Andrés Reggio,59 killed and 120 wounded[6],"2 third-rates,
5 fourth-rates","2 third-rates,
4 fourth-rates,
1 frigate",R,"1 ship captured
1 ship destroyed
1 ship heavily damaged[3]
86 dead and 197 wounded[7]
470 captured[6]"
945,Battle_of_Jumonville_Glen,"May 28, 1754","Between present-day Hopwood & Farmington, Pennsylvania
39°52′46.4442″N 79°38′44.1234″W﻿ / ﻿39.879567833°N 79.645589833°W﻿ / 39.879567833; -79.645589833Coordinates: 39°52′46.4442″N 79°38′44.1234″W﻿ / ﻿39.879567833°N 79.645589833°W﻿ / 39.879567833; -79.645589833","British Colonial victory, French and Indian War begins",George Washington,reports vary; most were captured or killed,35 soldiers[2],"40 colonial militia
12 Mingo warriors[1]",L,"1 killed[3]
2–3 wounded[4]"
946,Battle_of_Jumonville_Glen,"May 28, 1754","Between present-day Hopwood & Farmington, Pennsylvania
39°52′46.4442″N 79°38′44.1234″W﻿ / ﻿39.879567833°N 79.645589833°W﻿ / 39.879567833; -79.645589833Coordinates: 39°52′46.4442″N 79°38′44.1234″W﻿ / ﻿39.879567833°N 79.645589833°W﻿ / 39.879567833; -79.645589833","British Colonial victory, French and Indian War begins",Tanacharison,reports vary; most were captured or killed,35 soldiers[2],"40 colonial militia
12 Mingo warriors[1]",L,"1 killed[3]
2–3 wounded[4]"
947,Battle_of_Jumonville_Glen,"May 28, 1754","Between present-day Hopwood & Farmington, Pennsylvania
39°52′46.4442″N 79°38′44.1234″W﻿ / ﻿39.879567833°N 79.645589833°W﻿ / 39.879567833; -79.645589833Coordinates: 39°52′46.4442″N 79°38′44.1234″W﻿ / ﻿39.879567833°N 79.645589833°W﻿ / 39.879567833; -79.645589833","British Colonial victory, French and Indian War begins",Joseph Coulon de Jumonville,"1 killed[3]
2–3 wounded[4]","40 colonial militia
12 Mingo warriors[1]",35 soldiers[2],R,reports vary; most were captured or killed
