,Battle,Date,Location,Result,belligerent,inflicted,opp,own,pos,taken
1574,Battle_of_Castiglione,5 August 1796,"Castiglione delle Stiviere, Italy",French victory,Napoleon,"Battle: 3,000, 20 guns","Battle: 25,000","Battle: 30,000",L,"Battle: 1,300"
1575,Battle_of_Castiglione,5 August 1796,"Castiglione delle Stiviere, Italy",French victory,Pierre Augereau,"Battle: 3,000, 20 guns","Battle: 25,000","Battle: 30,000",L,"Battle: 1,300"
1576,Battle_of_Castiglione,5 August 1796,"Castiglione delle Stiviere, Italy",French victory,André Masséna,"Battle: 3,000, 20 guns","Battle: 25,000","Battle: 30,000",L,"Battle: 1,300"
1577,Battle_of_Castiglione,5 August 1796,"Castiglione delle Stiviere, Italy",French victory,Dagobert Sigmund von Wurmser,"Battle: 1,300","Battle: 30,000","Battle: 25,000",R,"Battle: 3,000, 20 guns"
1578,Battle_of_Würzburg,3 September 1796,"Würzburg, present-day Germany",Austrian victory,Jean-Baptiste Jourdan,"1,500","30,000","30,000[1]",L,"3,000, 7 guns"
1579,Battle_of_Würzburg,3 September 1796,"Würzburg, present-day Germany",Austrian victory,"Archduke Charles, Duke of Teschen","3,000, 7 guns","30,000[1]","30,000",R,"1,500"
1580,Battle_of_Bassano,8 September 1796,"Bassano, Venetia, present-day Italy",French victory,Napoleon,"600 killed or wounded,
3,000 captured,
30 cannons, 8 standards,","11,000","20,000",L,"400 killed, wounded or missing"
1581,Battle_of_Bassano,8 September 1796,"Bassano, Venetia, present-day Italy",French victory,Dagobert Sigmund von Wurmser,"400 killed, wounded or missing","20,000","11,000",R,"600 killed or wounded,
3,000 captured,
30 cannons, 8 standards,"
1582,Battle_of_the_Bridge_of_Arcole,"15 November 1796 (1796-11-15)–
17 November 1796 (1796-11-17)","Arcole, present-day Italy
Coordinates: 45°21′N 11°17′E﻿ / ﻿45.350°N 11.283°E﻿ / 45.350; 11.283",French victory[1],Napoleon,"2,200 dead or wounded
4,000 men & 11 guns captured","24,000","20,000[2]",L,"3,500 dead or wounded
1,300 captured or missing"
1583,Battle_of_the_Bridge_of_Arcole,"15 November 1796 (1796-11-15)–
17 November 1796 (1796-11-17)","Arcole, present-day Italy
Coordinates: 45°21′N 11°17′E﻿ / ﻿45.350°N 11.283°E﻿ / 45.350; 11.283",French victory[1],József Alvinczi,"3,500 dead or wounded
1,300 captured or missing","20,000[2]","24,000",R,"2,200 dead or wounded
4,000 men & 11 guns captured"
1584,Battle_of_Millesimo,13–14 April 1796,"Millesimo, present-day Italy",Pyrrhic French victory,Pierre Augereau,"96 killed and wounded
892 captured
2 guns","988
2 guns","9,000
23 guns",L,700 killed and wounded
1585,Battle_of_Millesimo,13–14 April 1796,"Millesimo, present-day Italy",Pyrrhic French victory,Giovanni Marchese di Provera,700 killed and wounded,"9,000
23 guns","988
2 guns",R,"96 killed and wounded
892 captured
2 guns"
1586,Battle_of_Mondovì,21 April 1796,"Mondovì, Piedmont, in modern-day Italy",French victory,Napoleon,"1,600, 8 cannons[1]","13,000[1]","17,500[1]",L,600[1]
1587,Battle_of_Mondovì,21 April 1796,"Mondovì, Piedmont, in modern-day Italy",French victory,Michelangelo Alessandro Colli-Marchi,600[1],"17,500[1]","13,000[1]",R,"1,600, 8 cannons[1]"
1588,Battle_of_Rivoli,14–15 January 1797,"Rivoli Veronese, present-day Italy",Decisive French victory[1],Napoleon,"12,000-14,000","28,000","19,000",L,"3,200-5,000"
1589,Battle_of_Rivoli,14–15 January 1797,"Rivoli Veronese, present-day Italy",Decisive French victory[1],André Masséna,"12,000-14,000","28,000","19,000",L,"3,200-5,000"
1590,Battle_of_Rivoli,14–15 January 1797,"Rivoli Veronese, present-day Italy",Decisive French victory[1],Barthélemy Catherine Joubert,"12,000-14,000","28,000","19,000",L,"3,200-5,000"
1591,Battle_of_Rivoli,14–15 January 1797,"Rivoli Veronese, present-day Italy",Decisive French victory[1],József Alvinczi,"3,200-5,000","19,000","28,000",R,"12,000-14,000"
1592,Battle_of_Rivoli,14–15 January 1797,"Rivoli Veronese, present-day Italy",Decisive French victory[1],Peter Vitus von Quosdanovich,"3,200-5,000","19,000","28,000",R,"12,000-14,000"
1593,Battle_of_Rivoli,14–15 January 1797,"Rivoli Veronese, present-day Italy",Decisive French victory[1],Josef Philipp Vukassovich,"3,200-5,000","19,000","28,000",R,"12,000-14,000"
1594,Battle_of_Neuwied_(1797),18 April 1797,"Neuwied, present-day Germany",French victory,Lazare Hoche,"10,000 (3,000–4,000 dead, 7,000 captured), 24–27 guns, 5–7 colors, 60 wagons","21,000","35,000[2] to 38,000[3]",L,"2,000 killed, wounded and captured"
1595,Battle_of_Neuwied_(1797),18 April 1797,"Neuwied, present-day Germany",French victory,Franz von Werneck,"2,000 killed, wounded and captured","35,000[2] to 38,000[3]","21,000",R,"10,000 (3,000–4,000 dead, 7,000 captured), 24–27 guns, 5–7 colors, 60 wagons"
1596,Battle_of_Cape_St_Vincent_(1797),14 February 1797,"Near Cape St. Vincent, Portugal",British victory,"John Jervis, 1st Earl of St Vincent","4 ships captured
250 dead
550 wounded
3,000 prisoners","24 ships of the line
7 frigates
1 brig
4 armed merchantmen","15 ships of the line
5 frigates
1 sloop
1 cutter",L,"73 dead
327 wounded"
1597,Battle_of_Cape_St_Vincent_(1797),14 February 1797,"Near Cape St. Vincent, Portugal",British victory,"William Waldegrave, 1st Baron Radstock","4 ships captured
250 dead
550 wounded
3,000 prisoners","24 ships of the line
7 frigates
1 brig
4 armed merchantmen","15 ships of the line
5 frigates
1 sloop
1 cutter",L,"73 dead
327 wounded"
1598,Battle_of_Cape_St_Vincent_(1797),14 February 1797,"Near Cape St. Vincent, Portugal",British victory,"Sir Charles Thompson, 1st Baronet","4 ships captured
250 dead
550 wounded
3,000 prisoners","24 ships of the line
7 frigates
1 brig
4 armed merchantmen","15 ships of the line
5 frigates
1 sloop
1 cutter",L,"73 dead
327 wounded"
1599,Battle_of_Cape_St_Vincent_(1797),14 February 1797,"Near Cape St. Vincent, Portugal",British victory,"Sir William Parker, 1st Baronet, of Harburn","4 ships captured
250 dead
550 wounded
3,000 prisoners","24 ships of the line
7 frigates
1 brig
4 armed merchantmen","15 ships of the line
5 frigates
1 sloop
1 cutter",L,"73 dead
327 wounded"
1600,Battle_of_Cape_St_Vincent_(1797),14 February 1797,"Near Cape St. Vincent, Portugal",British victory,"Horatio Nelson, 1st Viscount Nelson","4 ships captured
250 dead
550 wounded
3,000 prisoners","24 ships of the line
7 frigates
1 brig
4 armed merchantmen","15 ships of the line
5 frigates
1 sloop
1 cutter",L,"73 dead
327 wounded"
1601,Battle_of_Cape_St_Vincent_(1797),14 February 1797,"Near Cape St. Vincent, Portugal",British victory,José de Córdoba y Ramos,"73 dead
327 wounded","15 ships of the line
5 frigates
1 sloop
1 cutter","24 ships of the line
7 frigates
1 brig
4 armed merchantmen",R,"4 ships captured
250 dead
550 wounded
3,000 prisoners"
1602,Battle_of_Camperdown,11 October 1797[Note A],"North Sea, off Camperduin, Holland, 52°45′N 4°12′E﻿ / ﻿52.750°N 4.200°E﻿ / 52.750; 4.200",Decisive British victory[1],"Adam Duncan, 1st Viscount Duncan","540 killed
620 wounded
7 ships of the line captured
4 frigates captured,
Very likely to be a considerable amount more.[citation needed]","11 ships of the line
8 frigates
7 sloops (OOB)","14 ships of the line
4 frigates
6 sloops (OOB)",L,"203 killed
622 wounded"
1603,Battle_of_Camperdown,11 October 1797[Note A],"North Sea, off Camperduin, Holland, 52°45′N 4°12′E﻿ / ﻿52.750°N 4.200°E﻿ / 52.750; 4.200",Decisive British victory[1],Jan Willem de Winter,"203 killed
622 wounded","14 ships of the line
4 frigates
6 sloops (OOB)","11 ships of the line
8 frigates
7 sloops (OOB)",R,"540 killed
620 wounded
7 ships of the line captured
4 frigates captured,
Very likely to be a considerable amount more.[citation needed]"
1604,Battle_of_Naas,24 May 1798,"Naas, County Kildare",United Irishmen repelled,Michael Reynolds (United Irishmen),~25 killed,250,"1,000",L,~135 killed
1605,Battle_of_Carlow,25 May 1798,"Carlow, County Carlow",British victory,"Thomas Mahon, 2nd Baron Hartland",c.600 and 400 Innocent civilians,"c. 1,200",c. 500,R,None reported
1606,Battle_of_Three_Rocks,30 May 1798,"Forth Mountain, County Wexford","United Irishmen victory.
British abandon Wexford.",Thomas Cloney,"70 dead, 18 captured",100,"1,000–2,000",L,Unknown
1607,Battle_of_Three_Rocks,30 May 1798,"Forth Mountain, County Wexford","United Irishmen victory.
British abandon Wexford.",John Kelly of Killanne,"70 dead, 18 captured",100,"1,000–2,000",L,Unknown
1608,Battle_of_Bunclody,1 June 1798,"Bunclody, County Wexford",United Irishmen seize Bunclody but are then repelled by British.,Mogue Kearns,fewer than 10 killed,?,"5,000",L,400 killed
1609,Battle_of_New_Ross_(1798),5 June 1798,"New Ross, County Wexford","British victory, spread of rebellion into county Kilkenny halted",Bagenal Harvey,230,"2,000","10,000",L,"2,000–2,800"
1610,Battle_of_New_Ross_(1798),5 June 1798,"New Ross, County Wexford","British victory, spread of rebellion into county Kilkenny halted",John Kelly of Killanne,230,"2,000","10,000",L,"2,000–2,800"
1611,Battle_of_New_Ross_(1798),5 June 1798,"New Ross, County Wexford","British victory, spread of rebellion into county Kilkenny halted",Philip Roche,230,"2,000","10,000",L,"2,000–2,800"
1612,Battle_of_New_Ross_(1798),5 June 1798,"New Ross, County Wexford","British victory, spread of rebellion into county Kilkenny halted","Sir Henry Johnson, 1st Baronet","2,000–2,800","10,000","2,000",R,230
1613,Battle_of_New_Ross_(1798),5 June 1798,"New Ross, County Wexford","British victory, spread of rebellion into county Kilkenny halted","Luke Gardiner, 1st Viscount Mountjoy","2,000–2,800","10,000","2,000",R,230
1614,Battle_of_Antrim,7 June 1798,"Antrim, County Antrim",United Irishmen repelled,Henry Joy McCracken,~60 killed,~200 - later reinforced by 500,"~4,000",L,~300 killed
1615,Battle_of_Antrim,7 June 1798,"Antrim, County Antrim",United Irishmen repelled,William Lumley,~300 killed,"~4,000",~200 - later reinforced by 500,R,~60 killed
1616,Battle_of_Arklow,9 June 1798,"Arklow, County Wicklow",United Irishmen repulsed,Anthony Perry,c.100 dead,"1,700","10,000",L,c.500 dead
1617,Battle_of_Arklow,9 June 1798,"Arklow, County Wicklow",United Irishmen repulsed,Michael Murphy (priest),c.100 dead,"1,700","10,000",L,c.500 dead
1618,Battle_of_Arklow,9 June 1798,"Arklow, County Wicklow",United Irishmen repulsed,"Francis Needham, 1st Earl of Kilmorey",c.500 dead,"10,000","1,700",R,c.100 dead
1619,Battle_of_Foulksmills,20 June 1798,"Foulkesmill, County Wexford",British victory,Philip Roche,~100 dead,"~1,500","~5,000",L,~500 dead
1620,Battle_of_Foulksmills,20 June 1798,"Foulkesmill, County Wexford",British victory,John Moore (British Army officer),~500 dead,"~5,000","~1,500",R,~100 dead
1621,Battle_of_Vinegar_Hill,21 June 1798,"Enniscorthy, County Wexford",British victory; British regain control of County Wexford,Anthony Perry,~100,"~13,000[1] – 18,000[citation needed]","~16,000[1] – 20,000[citation needed]",L,"~400[1]–1,200 dead (including camp followers)[2][3]"
1622,Battle_of_Vinegar_Hill,21 June 1798,"Enniscorthy, County Wexford",British victory; British regain control of County Wexford,John Murphy (priest),~100,"~13,000[1] – 18,000[citation needed]","~16,000[1] – 20,000[citation needed]",L,"~400[1]–1,200 dead (including camp followers)[2][3]"
1623,Battle_of_Vinegar_Hill,21 June 1798,"Enniscorthy, County Wexford",British victory; British regain control of County Wexford,Myles Byrne,~100,"~13,000[1] – 18,000[citation needed]","~16,000[1] – 20,000[citation needed]",L,"~400[1]–1,200 dead (including camp followers)[2][3]"
1624,Battle_of_Vinegar_Hill,21 June 1798,"Enniscorthy, County Wexford",British victory; British regain control of County Wexford,Mogue Kearns,~100,"~13,000[1] – 18,000[citation needed]","~16,000[1] – 20,000[citation needed]",L,"~400[1]–1,200 dead (including camp followers)[2][3]"
1625,Battle_of_Vinegar_Hill,21 June 1798,"Enniscorthy, County Wexford",British victory; British regain control of County Wexford,"Gerard Lake, 1st Viscount Lake","~400[1]–1,200 dead (including camp followers)[2][3]","~16,000[1] – 20,000[citation needed]","~13,000[1] – 18,000[citation needed]",R,~100
1626,Battle_of_Vinegar_Hill,21 June 1798,"Enniscorthy, County Wexford",British victory; British regain control of County Wexford,"Francis Needham, 1st Earl of Kilmorey","~400[1]–1,200 dead (including camp followers)[2][3]","~16,000[1] – 20,000[citation needed]","~13,000[1] – 18,000[citation needed]",R,~100
1627,Battle_of_Vinegar_Hill,21 June 1798,"Enniscorthy, County Wexford",British victory; British regain control of County Wexford,David Dundas (British Army officer),"~400[1]–1,200 dead (including camp followers)[2][3]","~16,000[1] – 20,000[citation needed]","~13,000[1] – 18,000[citation needed]",R,~100
1628,Battle_of_Ballyellis,30 June 1798,"near Carnew, County Wicklow",United Irishmen victory,Joseph Holt (rebel),62 dead,~200,"~1,000 (including civilians)",L,None
1629,Battle_of_the_Pyramids,21 July 1798,"Embabeh, near Cairo, Ottoman Egypt
30°5′N 31°12′E﻿ / ﻿30.083°N 31.200°E﻿ / 30.083; 31.200Coordinates: 30°5′N 31°12′E﻿ / ﻿30.083°N 31.200°E﻿ / 30.083; 31.200",Decisive French victory,Napoleon,"20,000 Mamelukes from Napoleon's own records[5] or uncertain from other sources
Several thousand peasants dead or wounded","25,000[3]","20,000 total
3,000 cavalry
17,000 infantry
42 cannons[1][2]",L,"29 dead, 260 wounded[4]"
1630,Battle_of_the_Pyramids,21 July 1798,"Embabeh, near Cairo, Ottoman Egypt
30°5′N 31°12′E﻿ / ﻿30.083°N 31.200°E﻿ / 30.083; 31.200Coordinates: 30°5′N 31°12′E﻿ / ﻿30.083°N 31.200°E﻿ / 30.083; 31.200",Decisive French victory,Murad Bey,"29 dead, 260 wounded[4]","20,000 total
3,000 cavalry
17,000 infantry
42 cannons[1][2]","25,000[3]",R,"20,000 Mamelukes from Napoleon's own records[5] or uncertain from other sources
Several thousand peasants dead or wounded"
1631,Battle_of_the_Pyramids,21 July 1798,"Embabeh, near Cairo, Ottoman Egypt
30°5′N 31°12′E﻿ / ﻿30.083°N 31.200°E﻿ / 30.083; 31.200Coordinates: 30°5′N 31°12′E﻿ / ﻿30.083°N 31.200°E﻿ / 30.083; 31.200",Decisive French victory,Ibrahim Bey (Mamluk),"29 dead, 260 wounded[4]","20,000 total
3,000 cavalry
17,000 infantry
42 cannons[1][2]","25,000[3]",R,"20,000 Mamelukes from Napoleon's own records[5] or uncertain from other sources
Several thousand peasants dead or wounded"
1632,Battle_of_the_Nile,1–3 August 1798,"Aboukir Bay, Egypt, Ottoman Empire",Decisive British victory,"Horatio Nelson, 1st Viscount Nelson","2,000–5,000 casualties
3,000–3,900 captured[Note A]
2 ships of the line destroyed
9 ships of the line captured
2 frigates destroyed","13 ships of the line, 4 frigates (OOB)","13 ships of the line, 1 fourth rate and 1 sloop (OOB)",L,"218 killed
677 wounded"
1633,Battle_of_the_Nile,1–3 August 1798,"Aboukir Bay, Egypt, Ottoman Empire",Decisive British victory,François-Paul Brueys d'Aigalliers,"218 killed
677 wounded","13 ships of the line, 1 fourth rate and 1 sloop (OOB)","13 ships of the line, 4 frigates (OOB)",R,"2,000–5,000 casualties
3,000–3,900 captured[Note A]
2 ships of the line destroyed
9 ships of the line captured
2 frigates destroyed"
1634,Battle_of_Castlebar,27 August 1798,"Castlebar, County Mayo","United Irish/French victory.
Republic of Connacht declared.",Jean Joseph Amable Humbert,"80 dead,
270 wounded,
captured or deserted","6,000","2,000",L,150 dead and wounded
1635,Battle_of_Castlebar,27 August 1798,"Castlebar, County Mayo","United Irish/French victory.
Republic of Connacht declared.","Gerard Lake, 1st Viscount Lake",150 dead and wounded,"2,000","6,000",R,"80 dead,
270 wounded,
captured or deserted"
1636,Battle_of_Ballinamuck,8 September 1798,"Ballinamuck, County Longford",Decisive British victory,Jean Joseph Amable Humbert,"~12 dead
16 wounded","~26,000","~2,350",L,"~500 dead
1,144 captured
~200 prisoners executed"
1637,Battle_of_Ballinamuck,8 September 1798,"Ballinamuck, County Longford",Decisive British victory,"Charles Cornwallis, 1st Marquess Cornwallis","~500 dead
1,144 captured
~200 prisoners executed","~2,350","~26,000",R,"~12 dead
16 wounded"
1638,Battle_of_Ballinamuck,8 September 1798,"Ballinamuck, County Longford",Decisive British victory,"Gerard Lake, 1st Viscount Lake","~500 dead
1,144 captured
~200 prisoners executed","~2,350","~26,000",R,"~12 dead
16 wounded"
1639,Siege_of_El_Arish,"February 11-19, 1799","Arish, Egypt",French victory,Napoleon,900 killed,"15,500","2,460",L,200 killed
1640,Siege_of_El_Arish,"February 11-19, 1799","Arish, Egypt",French victory,Jean Reynier,900 killed,"15,500","2,460",L,200 killed
1641,Siege_of_El_Arish,"February 11-19, 1799","Arish, Egypt",French victory,Mustafa Pasha (Egypt),200 killed,"2,460","15,500",R,900 killed
1642,Siege_of_El_Arish,"February 11-19, 1799","Arish, Egypt",French victory,Murad Bey,200 killed,"2,460","15,500",R,900 killed
1643,Siege_of_Jaffa,3–7 March 1799,Jaffa,French victory,Napoleon,,unknown,unknown,L,
1644,Siege_of_Jaffa,3–7 March 1799,Jaffa,French victory,Jazzar Pasha,,unknown,unknown,R,
1645,Siege_of_Acre_(1799),20 March – 21 May 1799,"Acre, Sidon Eyalet, Ottoman Empire",Anglo-Ottoman victory,Jazzar Pasha,"2,300 killed,
2,200 wounded or ill","9,000","30,000 men[1]
12,000 reinforcement (7 May)
35,000 (Battle of Mount Tabor[2]),
HMS Theseus (1786),
HMS Tigre",L,Unknown
1646,Siege_of_Acre_(1799),20 March – 21 May 1799,"Acre, Sidon Eyalet, Ottoman Empire",Anglo-Ottoman victory,Sidney Smith (Royal Navy officer),"2,300 killed,
2,200 wounded or ill","9,000","30,000 men[1]
12,000 reinforcement (7 May)
35,000 (Battle of Mount Tabor[2]),
HMS Theseus (1786),
HMS Tigre",L,Unknown
1647,Siege_of_Acre_(1799),20 March – 21 May 1799,"Acre, Sidon Eyalet, Ottoman Empire",Anglo-Ottoman victory,Napoleon,Unknown,"30,000 men[1]
12,000 reinforcement (7 May)
35,000 (Battle of Mount Tabor[2]),
HMS Theseus (1786),
HMS Tigre","9,000",R,"2,300 killed,
2,200 wounded or ill"
1648,First_Battle_of_Zürich,4–7 June 1799,"Zürich, Switzerland",Austrian victory,André Masséna,"3,500","40,000","30,000",L,"1,700"
1649,First_Battle_of_Zürich,4–7 June 1799,"Zürich, Switzerland",Austrian victory,"Archduke Charles, Duke of Teschen","1,700","30,000","40,000",R,"3,500"
1650,First_Battle_of_Zürich,4–7 June 1799,"Zürich, Switzerland",Austrian victory,Friedrich Freiherr von Hotze,"1,700","30,000","40,000",R,"3,500"
1651,Battle_of_Trebia_(1799),17–20 June 1799,"Trebbia River, present-day Italy",Austro-Russian victory,Alexander Suvorov,"12,000[5]–16,500[1]","33,000[1][2]–35,684[3]","17,000[1][2]–18,219[3]
 14,437[3]–20,000[1][2]",L,"5,500[2]–7,000[4]"
1652,Battle_of_Trebia_(1799),17–20 June 1799,"Trebbia River, present-day Italy",Austro-Russian victory,Michael von Melas,"12,000[5]–16,500[1]","33,000[1][2]–35,684[3]","17,000[1][2]–18,219[3]
 14,437[3]–20,000[1][2]",L,"5,500[2]–7,000[4]"
1653,Battle_of_Trebia_(1799),17–20 June 1799,"Trebbia River, present-day Italy",Austro-Russian victory,Jacques MacDonald,"5,500[2]–7,000[4]","17,000[1][2]–18,219[3]
 14,437[3]–20,000[1][2]","33,000[1][2]–35,684[3]",R,"12,000[5]–16,500[1]"
1654,Battle_of_Trebia_(1799),17–20 June 1799,"Trebbia River, present-day Italy",Austro-Russian victory,Jean Victor Marie Moreau,"5,500[2]–7,000[4]","17,000[1][2]–18,219[3]
 14,437[3]–20,000[1][2]","33,000[1][2]–35,684[3]",R,"12,000[5]–16,500[1]"
1655,Battle_of_Trebia_(1799),17–20 June 1799,"Trebbia River, present-day Italy",Austro-Russian victory,Jan Henryk Dąbrowski,"5,500[2]–7,000[4]","17,000[1][2]–18,219[3]
 14,437[3]–20,000[1][2]","33,000[1][2]–35,684[3]",R,"12,000[5]–16,500[1]"
1656,Battle_of_Abukir_(1799),"July 25, 1799","Abu Qir, Egypt",French victory,Napoleon,"2,000 killed in action
4,000 drowned
1,500 captured
2,000 missing[1]","18,000[4]","7,700[1][2]
Cavalry: 1,000[3]",L,"220 killed in action
600 wounded[4]"
1657,Battle_of_Abukir_(1799),"July 25, 1799","Abu Qir, Egypt",French victory,Joachim Murat,"2,000 killed in action
4,000 drowned
1,500 captured
2,000 missing[1]","18,000[4]","7,700[1][2]
Cavalry: 1,000[3]",L,"220 killed in action
600 wounded[4]"
1658,Battle_of_Abukir_(1799),"July 25, 1799","Abu Qir, Egypt",French victory,Mustafa Pasha (Egypt),"220 killed in action
600 wounded[4]","7,700[1][2]
Cavalry: 1,000[3]","18,000[4]",R,"2,000 killed in action
4,000 drowned
1,500 captured
2,000 missing[1]"
1659,Battle_of_Abukir_(1799),"July 25, 1799","Abu Qir, Egypt",French victory,Murad Bey,"220 killed in action
600 wounded[4]","7,700[1][2]
Cavalry: 1,000[3]","18,000[4]",R,"2,000 killed in action
4,000 drowned
1,500 captured
2,000 missing[1]"
1660,Battle_of_Novi_(1799),15 August 1799,"Novi Ligure, Piedmont, present-day Italy",Austro-Russian victory,Alexander Suvorov,"11,00[1] - 11,500, 37 guns","34,930 to 37,252","51,547",L,"8,250"
1661,Battle_of_Novi_(1799),15 August 1799,"Novi Ligure, Piedmont, present-day Italy",Austro-Russian victory,Michael von Melas,"11,00[1] - 11,500, 37 guns","34,930 to 37,252","51,547",L,"8,250"
1662,Battle_of_Novi_(1799),15 August 1799,"Novi Ligure, Piedmont, present-day Italy",Austro-Russian victory,Barthélemy Catherine Joubert,"8,250","51,547","34,930 to 37,252",R,"11,00[1] - 11,500, 37 guns"
1663,Battle_of_Novi_(1799),15 August 1799,"Novi Ligure, Piedmont, present-day Italy",Austro-Russian victory,Jean Victor Marie Moreau,"8,250","51,547","34,930 to 37,252",R,"11,00[1] - 11,500, 37 guns"
1664,Battle_of_Callantsoog,27 August 1799,"Callantsoog, The Netherlands
52°50′56″N 4°41′49″E﻿ / ﻿52.849°N 4.697°E﻿ / 52.849; 4.697Coordinates: 52°50′56″N 4°41′49″E﻿ / ﻿52.849°N 4.697°E﻿ / 52.849; 4.697",British victory,Herman Willem Daendels,"74 dead
376 wounded","12,000","10,000",L,"137 dead
950 wounded"
1665,Battle_of_Callantsoog,27 August 1799,"Callantsoog, The Netherlands
52°50′56″N 4°41′49″E﻿ / ﻿52.849°N 4.697°E﻿ / 52.849; 4.697Coordinates: 52°50′56″N 4°41′49″E﻿ / ﻿52.849°N 4.697°E﻿ / 52.849; 4.697",British victory,Ralph Abercromby,"137 dead
950 wounded","10,000","12,000",R,"74 dead
376 wounded"
1666,Battle_of_Krabbendam,10 September 1799,"Krabbendam, The Netherlands",British victory,Guillaume Brune,"37 dead
147 wounded","23,000","25,000",L,"1,876 dead and wounded"
1667,Battle_of_Krabbendam,10 September 1799,"Krabbendam, The Netherlands",British victory,Herman Willem Daendels,"37 dead
147 wounded","23,000","25,000",L,"1,876 dead and wounded"
1668,Battle_of_Krabbendam,10 September 1799,"Krabbendam, The Netherlands",British victory,Ralph Abercromby,"1,876 dead and wounded","25,000","23,000",R,"37 dead
147 wounded"
1669,Battle_of_Bergen_(1799),19 September 1799,"Bergen, Netherlands",Franco-Dutch victory,Guillaume Brune,"117 killed, 410 wounded, 490 missing
 1,785 killed, 1,225 wounded","30,000","22,000",L,"Unknown killed and wounded, 3,000 taken prisoner, 16 guns captured"
1670,Battle_of_Bergen_(1799),19 September 1799,"Bergen, Netherlands",Franco-Dutch victory,Herman Willem Daendels,"117 killed, 410 wounded, 490 missing
 1,785 killed, 1,225 wounded","30,000","22,000",L,"Unknown killed and wounded, 3,000 taken prisoner, 16 guns captured"
1671,Battle_of_Bergen_(1799),19 September 1799,"Bergen, Netherlands",Franco-Dutch victory,"Prince Frederick, Duke of York and Albany","Unknown killed and wounded, 3,000 taken prisoner, 16 guns captured","22,000","30,000",R,"117 killed, 410 wounded, 490 missing
 1,785 killed, 1,225 wounded"
1672,Battle_of_Bergen_(1799),19 September 1799,"Bergen, Netherlands",Franco-Dutch victory,Johann Hermann von Fersen,"Unknown killed and wounded, 3,000 taken prisoner, 16 guns captured","22,000","30,000",R,"117 killed, 410 wounded, 490 missing
 1,785 killed, 1,225 wounded"
1673,Second_Battle_of_Zurich,25–26 September 1799,"Zürich, Switzerland",Decisive French victory[1],André Masséna,"7,000 dead or wounded
6,000 captured","44,000 Russians
32,000 Austrians","75,000",L,"3,000 dead or wounded"
1674,Second_Battle_of_Zurich,25–26 September 1799,"Zürich, Switzerland",Decisive French victory[1],Alexander Korsakov,"3,000 dead or wounded","75,000","44,000 Russians
32,000 Austrians",R,"7,000 dead or wounded
6,000 captured"
1675,Second_Battle_of_Zurich,25–26 September 1799,"Zürich, Switzerland",Decisive French victory[1],Friedrich Freiherr von Hotze,"3,000 dead or wounded","75,000","44,000 Russians
32,000 Austrians",R,"7,000 dead or wounded
6,000 captured"
1676,Battle_of_Alkmaar_(1799),2 October 1799,"Alkmaar, The Netherlands",Anglo-Russian victory,Guillaume Brune,"2,200","40,000","25,000",L,"3,000"
1677,Battle_of_Alkmaar_(1799),2 October 1799,"Alkmaar, The Netherlands",Anglo-Russian victory,Herman Willem Daendels,"2,200","40,000","25,000",L,"3,000"
1678,Battle_of_Alkmaar_(1799),2 October 1799,"Alkmaar, The Netherlands",Anglo-Russian victory,"Prince Frederick, Duke of York and Albany","3,000","25,000","40,000",R,"2,200"
1679,Battle_of_Alkmaar_(1799),2 October 1799,"Alkmaar, The Netherlands",Anglo-Russian victory,Ivan Essen,"3,000","25,000","40,000",R,"2,200"
1680,Battle_of_Castricum,6 October 1799,"near Castricum, The Netherlands",Franco-Batavian victory,Guillaume Brune,"2,536 men
11 guns","26,400","25,700",L,"1,382"
1681,Battle_of_Castricum,6 October 1799,"near Castricum, The Netherlands",Franco-Batavian victory,Herman Willem Daendels,"2,536 men
11 guns","26,400","25,700",L,"1,382"
1682,Battle_of_Castricum,6 October 1799,"near Castricum, The Netherlands",Franco-Batavian victory,"Prince Frederick, Duke of York and Albany","1,382","25,700","26,400",R,"2,536 men
11 guns"
1683,Battle_of_Castricum,6 October 1799,"near Castricum, The Netherlands",Franco-Batavian victory,Ralph Abercromby,"1,382","25,700","26,400",R,"2,536 men
11 guns"
1684,Battle_of_Castricum,6 October 1799,"near Castricum, The Netherlands",Franco-Batavian victory,William I of the Netherlands,"1,382","25,700","26,400",R,"2,536 men
11 guns"
1685,Battle_of_Engen,3 May 1800,"Engen, present-day Germany",French victory.,Jean Victor Marie Moreau,,unknown,unknown,L,
1686,Battle_of_Engen,3 May 1800,"Engen, present-day Germany",French victory.,Paul Kray,,unknown,unknown,R,
1687,Battle_of_Stockach_(1800),3 May 1800,"Stockach and Engen, Germany",French victory,Jean Victor Marie Moreau,"7,000","72,000","84,000",L,"7,000"
1688,Battle_of_Stockach_(1800),3 May 1800,"Stockach and Engen, Germany",French victory,Claude Lecourbe,"7,000","72,000","84,000",L,"7,000"
1689,Battle_of_Stockach_(1800),3 May 1800,"Stockach and Engen, Germany",French victory,Paul Kray,"7,000","84,000","72,000",R,"7,000"
1690,Battle_of_Montebello_(1800),9 June 1800,"Near Montebello della Battaglia, Lombardy",French victory,Jean Lannes,"4,275 and 2 cannons","18,000","8,000 rising to 14,000",L,"3,000"
