,Battle,Date,Location,Result,belligerent,inflicted,opp,own,pos,taken
1336,Battle_of_Baton_Rouge_(1779),"September 12–21, 1779","Baton Rouge, then British West Florida, now Louisiana",Spanish victory,Bernardo de Gálvez,"4 killed
2 wounded
375 captured
30 died of wounds in captivity[1]","400 regulars
150 militia","398 regulars
400 militia",L,"1 killed
2 wounded[1]"
1337,Battle_of_Baton_Rouge_(1779),"September 12–21, 1779","Baton Rouge, then British West Florida, now Louisiana",Spanish victory,Alexander Dickson (American War of Independence),"1 killed
2 wounded[1]","398 regulars
400 militia","400 regulars
150 militia",R,"4 killed
2 wounded
375 captured
30 died of wounds in captivity[1]"
1338,Siege_of_Savannah,"September 16 – October 18, 1779","Savannah, Georgia
32°03′03″N 81°06′14″W﻿ / ﻿32.05083°N 81.10389°W﻿ / 32.05083; -81.10389Coordinates: 32°03′03″N 81°06′14″W﻿ / ﻿32.05083°N 81.10389°W﻿ / 32.05083; -81.10389",British victory,Benjamin Lincoln,"40 killed,[2]
63 wounded,
52 missing
Total:
155[3]","Land:
3,200
infantry,
militia,
unknown artillery
Sea:
8 vessels","Land:
5,050
infantry,
sailors,
militia,
unknown artillery
Sea:
42 ships",L,"244 killed,
584 wounded,
120 prisoners
Total:
948[1]"
1339,Siege_of_Savannah,"September 16 – October 18, 1779","Savannah, Georgia
32°03′03″N 81°06′14″W﻿ / ﻿32.05083°N 81.10389°W﻿ / 32.05083; -81.10389Coordinates: 32°03′03″N 81°06′14″W﻿ / ﻿32.05083°N 81.10389°W﻿ / 32.05083; -81.10389",British victory,Lachlan McIntosh,"40 killed,[2]
63 wounded,
52 missing
Total:
155[3]","Land:
3,200
infantry,
militia,
unknown artillery
Sea:
8 vessels","Land:
5,050
infantry,
sailors,
militia,
unknown artillery
Sea:
42 ships",L,"244 killed,
584 wounded,
120 prisoners
Total:
948[1]"
1340,Siege_of_Savannah,"September 16 – October 18, 1779","Savannah, Georgia
32°03′03″N 81°06′14″W﻿ / ﻿32.05083°N 81.10389°W﻿ / 32.05083; -81.10389Coordinates: 32°03′03″N 81°06′14″W﻿ / ﻿32.05083°N 81.10389°W﻿ / 32.05083; -81.10389",British victory,Charles Henri Hector d'Estaing,"40 killed,[2]
63 wounded,
52 missing
Total:
155[3]","Land:
3,200
infantry,
militia,
unknown artillery
Sea:
8 vessels","Land:
5,050
infantry,
sailors,
militia,
unknown artillery
Sea:
42 ships",L,"244 killed,
584 wounded,
120 prisoners
Total:
948[1]"
1341,Siege_of_Savannah,"September 16 – October 18, 1779","Savannah, Georgia
32°03′03″N 81°06′14″W﻿ / ﻿32.05083°N 81.10389°W﻿ / 32.05083; -81.10389Coordinates: 32°03′03″N 81°06′14″W﻿ / ﻿32.05083°N 81.10389°W﻿ / 32.05083; -81.10389",British victory,Casimir Pulaski,"40 killed,[2]
63 wounded,
52 missing
Total:
155[3]","Land:
3,200
infantry,
militia,
unknown artillery
Sea:
8 vessels","Land:
5,050
infantry,
sailors,
militia,
unknown artillery
Sea:
42 ships",L,"244 killed,
584 wounded,
120 prisoners
Total:
948[1]"
1342,Siege_of_Savannah,"September 16 – October 18, 1779","Savannah, Georgia
32°03′03″N 81°06′14″W﻿ / ﻿32.05083°N 81.10389°W﻿ / 32.05083; -81.10389Coordinates: 32°03′03″N 81°06′14″W﻿ / ﻿32.05083°N 81.10389°W﻿ / 32.05083; -81.10389",British victory,Curt von Stedingk,"40 killed,[2]
63 wounded,
52 missing
Total:
155[3]","Land:
3,200
infantry,
militia,
unknown artillery
Sea:
8 vessels","Land:
5,050
infantry,
sailors,
militia,
unknown artillery
Sea:
42 ships",L,"244 killed,
584 wounded,
120 prisoners
Total:
948[1]"
1343,Siege_of_Savannah,"September 16 – October 18, 1779","Savannah, Georgia
32°03′03″N 81°06′14″W﻿ / ﻿32.05083°N 81.10389°W﻿ / 32.05083; -81.10389Coordinates: 32°03′03″N 81°06′14″W﻿ / ﻿32.05083°N 81.10389°W﻿ / 32.05083; -81.10389",British victory,Maurice Benyovszky,"40 killed,[2]
63 wounded,
52 missing
Total:
155[3]","Land:
3,200
infantry,
militia,
unknown artillery
Sea:
8 vessels","Land:
5,050
infantry,
sailors,
militia,
unknown artillery
Sea:
42 ships",L,"244 killed,
584 wounded,
120 prisoners
Total:
948[1]"
1344,Siege_of_Savannah,"September 16 – October 18, 1779","Savannah, Georgia
32°03′03″N 81°06′14″W﻿ / ﻿32.05083°N 81.10389°W﻿ / 32.05083; -81.10389Coordinates: 32°03′03″N 81°06′14″W﻿ / ﻿32.05083°N 81.10389°W﻿ / 32.05083; -81.10389",British victory,Augustine Prévost,"244 killed,
584 wounded,
120 prisoners
Total:
948[1]","Land:
5,050
infantry,
sailors,
militia,
unknown artillery
Sea:
42 ships","Land:
3,200
infantry,
militia,
unknown artillery
Sea:
8 vessels",R,"40 killed,[2]
63 wounded,
52 missing
Total:
155[3]"
1345,Siege_of_Savannah,"September 16 – October 18, 1779","Savannah, Georgia
32°03′03″N 81°06′14″W﻿ / ﻿32.05083°N 81.10389°W﻿ / 32.05083; -81.10389Coordinates: 32°03′03″N 81°06′14″W﻿ / ﻿32.05083°N 81.10389°W﻿ / 32.05083; -81.10389",British victory,John Maitland (British Army officer),"244 killed,
584 wounded,
120 prisoners
Total:
948[1]","Land:
5,050
infantry,
sailors,
militia,
unknown artillery
Sea:
42 ships","Land:
3,200
infantry,
militia,
unknown artillery
Sea:
8 vessels",R,"40 killed,[2]
63 wounded,
52 missing
Total:
155[3]"
1346,Battle_of_Cape_St._Vincent_(1780),16 January 1780,"Off Cape St. Vincent, Portugal",British victory[1],"George Brydges Rodney, 1st Baron Rodney","1 ship destroyed
4 ships captured[3][4]
2,500 captured, killed or wounded
fate of 2 ships disputed (see Aftermath)[5]","9 ships of the line
2 frigates[3]","18 ships of the line
6 frigates[2]",L,"32 killed
102 wounded[4]"
1347,Battle_of_Cape_St._Vincent_(1780),16 January 1780,"Off Cape St. Vincent, Portugal",British victory[1],Juan de Lángara,"32 killed
102 wounded[4]","18 ships of the line
6 frigates[2]","9 ships of the line
2 frigates[3]",R,"1 ship destroyed
4 ships captured[3][4]
2,500 captured, killed or wounded
fate of 2 ships disputed (see Aftermath)[5]"
1348,Battle_of_Fort_Charlotte,"March 2–14, 1780","Mobile, then British West Florida, now Alabama
Coordinates: 30°41′10.03″N 88°2′29.42″W﻿ / ﻿30.6861194°N 88.0415056°W﻿ / 30.6861194; -88.0415056",Spanish victory,Bernardo de Gálvez,"3 killed
8 wounded
remainder surrendered",304 regulars and militia,"1,300 regulars and militia",L,
1349,Battle_of_Fort_Charlotte,"March 2–14, 1780","Mobile, then British West Florida, now Alabama
Coordinates: 30°41′10.03″N 88°2′29.42″W﻿ / ﻿30.6861194°N 88.0415056°W﻿ / 30.6861194; -88.0415056",Spanish victory,Elias Durnford,,"1,300 regulars and militia",304 regulars and militia,R,"3 killed
8 wounded
remainder surrendered"
1350,Battle_of_Martinique_(1780),17 April 1780,"Off Martinique, West Indies",Indecisive[1][2][3],"George Brydges Rodney, 1st Baron Rodney","222 killed
537 wounded",23 ships of the line,20 ships of the line,L,"120 killed
354 wounded"
1351,Battle_of_Martinique_(1780),17 April 1780,"Off Martinique, West Indies",Indecisive[1][2][3],"Luc Urbain de Bouëxic, comte de Guichen","120 killed
354 wounded",20 ships of the line,23 ships of the line,R,"222 killed
537 wounded"
1352,Battle_of_Pollilur,10 September 1780,"Pollilur, Kanchipuram, India",Mysore victory,William Baillie (East India Company officer),Unknown,"2,000–3,000 cavalry & rocket-men[3]","4,000[1] to 7,000[2]",L,"3000 killed,[4]
200[4] to 7,000[2] captured"
1353,Battle_of_Pollilur,10 September 1780,"Pollilur, Kanchipuram, India",Mysore victory,Tipu Sultan,"3000 killed,[4]
200[4] to 7,000[2] captured","4,000[1] to 7,000[2]","2,000–3,000 cavalry & rocket-men[3]",R,Unknown
1354,Siege_of_Charleston,"March 29, 1780 - May 12, 1780[1]","Charleston, South Carolina
32°47′39.12″N 79°56′31.26″W﻿ / ﻿32.7942000°N 79.9420167°W﻿ / 32.7942000; -79.9420167Coordinates: 32°47′39.12″N 79°56′31.26″W﻿ / ﻿32.7942000°N 79.9420167°W﻿ / 32.7942000; -79.9420167","British victory

City surrendered to British","Henry Clinton (British Army officer, born 1730)","89 killed,
138 wounded
3,371 captured[4]:70","6,577 regulars, sailors and militia
3 frigates
5 sloops
1 schooner
1 brig
3 armed galleys [3]","12,847 regulars and militia
4,500 sailors
6 ships of the line
8 frigates
4 armed galleys
90 transports [2]",L,"76 killed,
189 wounded[4]:70"
1355,Siege_of_Charleston,"March 29, 1780 - May 12, 1780[1]","Charleston, South Carolina
32°47′39.12″N 79°56′31.26″W﻿ / ﻿32.7942000°N 79.9420167°W﻿ / 32.7942000; -79.9420167Coordinates: 32°47′39.12″N 79°56′31.26″W﻿ / ﻿32.7942000°N 79.9420167°W﻿ / 32.7942000; -79.9420167","British victory

City surrendered to British","Charles Cornwallis, 1st Marquess Cornwallis","89 killed,
138 wounded
3,371 captured[4]:70","6,577 regulars, sailors and militia
3 frigates
5 sloops
1 schooner
1 brig
3 armed galleys [3]","12,847 regulars and militia
4,500 sailors
6 ships of the line
8 frigates
4 armed galleys
90 transports [2]",L,"76 killed,
189 wounded[4]:70"
1356,Siege_of_Charleston,"March 29, 1780 - May 12, 1780[1]","Charleston, South Carolina
32°47′39.12″N 79°56′31.26″W﻿ / ﻿32.7942000°N 79.9420167°W﻿ / 32.7942000; -79.9420167Coordinates: 32°47′39.12″N 79°56′31.26″W﻿ / ﻿32.7942000°N 79.9420167°W﻿ / 32.7942000; -79.9420167","British victory

City surrendered to British",Alexander Leslie (British Army officer),"89 killed,
138 wounded
3,371 captured[4]:70","6,577 regulars, sailors and militia
3 frigates
5 sloops
1 schooner
1 brig
3 armed galleys [3]","12,847 regulars and militia
4,500 sailors
6 ships of the line
8 frigates
4 armed galleys
90 transports [2]",L,"76 killed,
189 wounded[4]:70"
1357,Siege_of_Charleston,"March 29, 1780 - May 12, 1780[1]","Charleston, South Carolina
32°47′39.12″N 79°56′31.26″W﻿ / ﻿32.7942000°N 79.9420167°W﻿ / 32.7942000; -79.9420167Coordinates: 32°47′39.12″N 79°56′31.26″W﻿ / ﻿32.7942000°N 79.9420167°W﻿ / 32.7942000; -79.9420167","British victory

City surrendered to British",Mariot Arbuthnot,"89 killed,
138 wounded
3,371 captured[4]:70","6,577 regulars, sailors and militia
3 frigates
5 sloops
1 schooner
1 brig
3 armed galleys [3]","12,847 regulars and militia
4,500 sailors
6 ships of the line
8 frigates
4 armed galleys
90 transports [2]",L,"76 killed,
189 wounded[4]:70"
1358,Siege_of_Charleston,"March 29, 1780 - May 12, 1780[1]","Charleston, South Carolina
32°47′39.12″N 79°56′31.26″W﻿ / ﻿32.7942000°N 79.9420167°W﻿ / 32.7942000; -79.9420167Coordinates: 32°47′39.12″N 79°56′31.26″W﻿ / ﻿32.7942000°N 79.9420167°W﻿ / 32.7942000; -79.9420167","British victory

City surrendered to British",Benjamin Lincoln,"76 killed,
189 wounded[4]:70","12,847 regulars and militia
4,500 sailors
6 ships of the line
8 frigates
4 armed galleys
90 transports [2]","6,577 regulars, sailors and militia
3 frigates
5 sloops
1 schooner
1 brig
3 armed galleys [3]",R,"89 killed,
138 wounded
3,371 captured[4]:70"
1359,Siege_of_Charleston,"March 29, 1780 - May 12, 1780[1]","Charleston, South Carolina
32°47′39.12″N 79°56′31.26″W﻿ / ﻿32.7942000°N 79.9420167°W﻿ / 32.7942000; -79.9420167Coordinates: 32°47′39.12″N 79°56′31.26″W﻿ / ﻿32.7942000°N 79.9420167°W﻿ / 32.7942000; -79.9420167","British victory

City surrendered to British",William Moultrie,"76 killed,
189 wounded[4]:70","12,847 regulars and militia
4,500 sailors
6 ships of the line
8 frigates
4 armed galleys
90 transports [2]","6,577 regulars, sailors and militia
3 frigates
5 sloops
1 schooner
1 brig
3 armed galleys [3]",R,"89 killed,
138 wounded
3,371 captured[4]:70"
1360,Siege_of_Charleston,"March 29, 1780 - May 12, 1780[1]","Charleston, South Carolina
32°47′39.12″N 79°56′31.26″W﻿ / ﻿32.7942000°N 79.9420167°W﻿ / 32.7942000; -79.9420167Coordinates: 32°47′39.12″N 79°56′31.26″W﻿ / ﻿32.7942000°N 79.9420167°W﻿ / 32.7942000; -79.9420167","British victory

City surrendered to British",James Hogun,"76 killed,
189 wounded[4]:70","12,847 regulars and militia
4,500 sailors
6 ships of the line
8 frigates
4 armed galleys
90 transports [2]","6,577 regulars, sailors and militia
3 frigates
5 sloops
1 schooner
1 brig
3 armed galleys [3]",R,"89 killed,
138 wounded
3,371 captured[4]:70"
1361,Siege_of_Charleston,"March 29, 1780 - May 12, 1780[1]","Charleston, South Carolina
32°47′39.12″N 79°56′31.26″W﻿ / ﻿32.7942000°N 79.9420167°W﻿ / 32.7942000; -79.9420167Coordinates: 32°47′39.12″N 79°56′31.26″W﻿ / ﻿32.7942000°N 79.9420167°W﻿ / 32.7942000; -79.9420167","British victory

City surrendered to British",William Woodford,"76 killed,
189 wounded[4]:70","12,847 regulars and militia
4,500 sailors
6 ships of the line
8 frigates
4 armed galleys
90 transports [2]","6,577 regulars, sailors and militia
3 frigates
5 sloops
1 schooner
1 brig
3 armed galleys [3]",R,"89 killed,
138 wounded
3,371 captured[4]:70"
1362,Siege_of_Charleston,"March 29, 1780 - May 12, 1780[1]","Charleston, South Carolina
32°47′39.12″N 79°56′31.26″W﻿ / ﻿32.7942000°N 79.9420167°W﻿ / 32.7942000; -79.9420167Coordinates: 32°47′39.12″N 79°56′31.26″W﻿ / ﻿32.7942000°N 79.9420167°W﻿ / 32.7942000; -79.9420167","British victory

City surrendered to British",Abraham Whipple,"76 killed,
189 wounded[4]:70","12,847 regulars and militia
4,500 sailors
6 ships of the line
8 frigates
4 armed galleys
90 transports [2]","6,577 regulars, sailors and militia
3 frigates
5 sloops
1 schooner
1 brig
3 armed galleys [3]",R,"89 killed,
138 wounded
3,371 captured[4]:70"
1363,Siege_of_Charleston,"March 29, 1780 - May 12, 1780[1]","Charleston, South Carolina
32°47′39.12″N 79°56′31.26″W﻿ / ﻿32.7942000°N 79.9420167°W﻿ / 32.7942000; -79.9420167Coordinates: 32°47′39.12″N 79°56′31.26″W﻿ / ﻿32.7942000°N 79.9420167°W﻿ / 32.7942000; -79.9420167","British victory

City surrendered to British",Louis Lebègue Duportail,"76 killed,
189 wounded[4]:70","12,847 regulars and militia
4,500 sailors
6 ships of the line
8 frigates
4 armed galleys
90 transports [2]","6,577 regulars, sailors and militia
3 frigates
5 sloops
1 schooner
1 brig
3 armed galleys [3]",R,"89 killed,
138 wounded
3,371 captured[4]:70"
1364,Battle_of_Saint_Louis,"May 25, 1780","St. Louis, Spanish Louisiana (present-day Missouri, US) and Cahokia, Illinois Country, Virginia (present-day Illinois, US)
Coordinates: 38°37′27.4″N 90°11′21.2″W﻿ / ﻿38.624278°N 90.189222°W﻿ / 38.624278; -90.189222",Spanish victory,Fernando de Leyba,"4 killed
4 wounded[4]","750–1,500 fur traders and Indians[1]","29 regulars
291 militia[1]",L,"50–100 killed, captured, wounded (mostly civilians)[3]"
1365,Battle_of_Saint_Louis,"May 25, 1780","St. Louis, Spanish Louisiana (present-day Missouri, US) and Cahokia, Illinois Country, Virginia (present-day Illinois, US)
Coordinates: 38°37′27.4″N 90°11′21.2″W﻿ / ﻿38.624278°N 90.189222°W﻿ / 38.624278; -90.189222",Spanish victory,François Vallé,"4 killed
4 wounded[4]","750–1,500 fur traders and Indians[1]","29 regulars
291 militia[1]",L,"50–100 killed, captured, wounded (mostly civilians)[3]"
1366,Battle_of_Saint_Louis,"May 25, 1780","St. Louis, Spanish Louisiana (present-day Missouri, US) and Cahokia, Illinois Country, Virginia (present-day Illinois, US)
Coordinates: 38°37′27.4″N 90°11′21.2″W﻿ / ﻿38.624278°N 90.189222°W﻿ / 38.624278; -90.189222",Spanish victory,Emanuel Hesse,"50–100 killed, captured, wounded (mostly civilians)[3]","29 regulars
291 militia[1]","750–1,500 fur traders and Indians[1]",R,"4 killed
4 wounded[4]"
1367,Battle_of_Saint_Louis,"May 25, 1780","St. Louis, Spanish Louisiana (present-day Missouri, US) and Cahokia, Illinois Country, Virginia (present-day Illinois, US)
Coordinates: 38°37′27.4″N 90°11′21.2″W﻿ / ﻿38.624278°N 90.189222°W﻿ / 38.624278; -90.189222",Spanish victory,Matchekewis,"50–100 killed, captured, wounded (mostly civilians)[3]","29 regulars
291 militia[1]","750–1,500 fur traders and Indians[1]",R,"4 killed
4 wounded[4]"
1368,Battle_of_Saint_Louis,"May 25, 1780","St. Louis, Spanish Louisiana (present-day Missouri, US) and Cahokia, Illinois Country, Virginia (present-day Illinois, US)
Coordinates: 38°37′27.4″N 90°11′21.2″W﻿ / ﻿38.624278°N 90.189222°W﻿ / 38.624278; -90.189222",Spanish victory,Wapasha I,"50–100 killed, captured, wounded (mostly civilians)[3]","29 regulars
291 militia[1]","750–1,500 fur traders and Indians[1]",R,"4 killed
4 wounded[4]"
1369,Battle_of_Springfield_(1780),"June 23, 1780","Springfield Township, Essex County (present day Union County), New Jersey",American victory[1],Nathanael Greene,"Including June 7
25 killed
234 wounded
48 missing[7]","6,000[4]","1,500,[2] reinforced by undetermined number of militia[3]",L,"Continentals
13 killed;
49 wounded;
9 missing[5]
Militia: Including June 7
10 killed;
40 wounded;
10 captured[6]"
1370,Battle_of_Springfield_(1780),"June 23, 1780","Springfield Township, Essex County (present day Union County), New Jersey",American victory[1],Wilhelm von Knyphausen,"Continentals
13 killed;
49 wounded;
9 missing[5]
Militia: Including June 7
10 killed;
40 wounded;
10 captured[6]","1,500,[2] reinforced by undetermined number of militia[3]","6,000[4]",R,"Including June 7
25 killed
234 wounded
48 missing[7]"
1371,Battle_of_Camden,"August 16, 1780","Kershaw County,
north of Camden, South Carolina
34°21′52.39″N 80°36′50.04″W﻿ / ﻿34.3645528°N 80.6139000°W﻿ / 34.3645528; -80.6139000Coordinates: 34°21′52.39″N 80°36′50.04″W﻿ / ﻿34.3645528°N 80.6139000°W﻿ / 34.3645528; -80.6139000",British victory,"Charles Cornwallis, 1st Marquess Cornwallis","900 killed and wounded,
1,000 captured[2]","4,000

1,500 regulars
2,500 militia
7 guns","2,100

1,500 regulars
600 militia
4 guns",L,"68 killed
245 wounded
11 missing[1]"
1372,Battle_of_Camden,"August 16, 1780","Kershaw County,
north of Camden, South Carolina
34°21′52.39″N 80°36′50.04″W﻿ / ﻿34.3645528°N 80.6139000°W﻿ / 34.3645528; -80.6139000Coordinates: 34°21′52.39″N 80°36′50.04″W﻿ / ﻿34.3645528°N 80.6139000°W﻿ / 34.3645528; -80.6139000",British victory,"Francis Rawdon-Hastings, 1st Marquess of Hastings","900 killed and wounded,
1,000 captured[2]","4,000

1,500 regulars
2,500 militia
7 guns","2,100

1,500 regulars
600 militia
4 guns",L,"68 killed
245 wounded
11 missing[1]"
1373,Battle_of_Camden,"August 16, 1780","Kershaw County,
north of Camden, South Carolina
34°21′52.39″N 80°36′50.04″W﻿ / ﻿34.3645528°N 80.6139000°W﻿ / 34.3645528; -80.6139000Coordinates: 34°21′52.39″N 80°36′50.04″W﻿ / ﻿34.3645528°N 80.6139000°W﻿ / 34.3645528; -80.6139000",British victory,Horatio Gates,"68 killed
245 wounded
11 missing[1]","2,100

1,500 regulars
600 militia
4 guns","4,000

1,500 regulars
2,500 militia
7 guns",R,"900 killed and wounded,
1,000 captured[2]"
1374,Battle_of_Camden,"August 16, 1780","Kershaw County,
north of Camden, South Carolina
34°21′52.39″N 80°36′50.04″W﻿ / ﻿34.3645528°N 80.6139000°W﻿ / 34.3645528; -80.6139000Coordinates: 34°21′52.39″N 80°36′50.04″W﻿ / ﻿34.3645528°N 80.6139000°W﻿ / 34.3645528; -80.6139000",British victory,Johann de Kalb,"68 killed
245 wounded
11 missing[1]","2,100

1,500 regulars
600 militia
4 guns","4,000

1,500 regulars
2,500 militia
7 guns",R,"900 killed and wounded,
1,000 captured[2]"
1375,Battle_of_Camden,"August 16, 1780","Kershaw County,
north of Camden, South Carolina
34°21′52.39″N 80°36′50.04″W﻿ / ﻿34.3645528°N 80.6139000°W﻿ / 34.3645528; -80.6139000Coordinates: 34°21′52.39″N 80°36′50.04″W﻿ / ﻿34.3645528°N 80.6139000°W﻿ / 34.3645528; -80.6139000",British victory,"Charles Armand Tuffin, marquis de la Rouerie","68 killed
245 wounded
11 missing[1]","2,100

1,500 regulars
600 militia
4 guns","4,000

1,500 regulars
2,500 militia
7 guns",R,"900 killed and wounded,
1,000 captured[2]"
1376,Battle_of_Fishing_Creek,"August 18, 1780","Chester County,
north of present-day Great Falls, South Carolina
34°38′6″N 80°54′21″W﻿ / ﻿34.63500°N 80.90583°W﻿ / 34.63500; -80.90583Coordinates: 34°38′6″N 80°54′21″W﻿ / ﻿34.63500°N 80.90583°W﻿ / 34.63500; -80.90583",British victory,Thomas Sumter,16 killed and wounded,160 regulars and militia,"100 regulars
700 militia
2 guns",L,"over 150 killed
300 captured[1]"
1377,Battle_of_Fishing_Creek,"August 18, 1780","Chester County,
north of present-day Great Falls, South Carolina
34°38′6″N 80°54′21″W﻿ / ﻿34.63500°N 80.90583°W﻿ / 34.63500; -80.90583Coordinates: 34°38′6″N 80°54′21″W﻿ / ﻿34.63500°N 80.90583°W﻿ / 34.63500; -80.90583",British victory,Banastre Tarleton,"over 150 killed
300 captured[1]","100 regulars
700 militia
2 guns",160 regulars and militia,R,16 killed and wounded
1378,Battle_of_King's_Mountain,"October 7, 1780","Kings Mountain, South Carolina",Patriot victory,William Campbell (general),"290 killed
163 wounded
668 captured[2][1]","1,105",900,L,"28 killed
62 wounded[1]"
1379,Battle_of_King's_Mountain,"October 7, 1780","Kings Mountain, South Carolina",Patriot victory,James Johnston (Colonel),"290 killed
163 wounded
668 captured[2][1]","1,105",900,L,"28 killed
62 wounded[1]"
1380,Battle_of_King's_Mountain,"October 7, 1780","Kings Mountain, South Carolina",Patriot victory,John Sevier,"290 killed
163 wounded
668 captured[2][1]","1,105",900,L,"28 killed
62 wounded[1]"
1381,Battle_of_King's_Mountain,"October 7, 1780","Kings Mountain, South Carolina",Patriot victory,Frederick Hambright,"290 killed
163 wounded
668 captured[2][1]","1,105",900,L,"28 killed
62 wounded[1]"
1382,Battle_of_King's_Mountain,"October 7, 1780","Kings Mountain, South Carolina",Patriot victory,"Joseph McDowell, Jr.","290 killed
163 wounded
668 captured[2][1]","1,105",900,L,"28 killed
62 wounded[1]"
1383,Battle_of_King's_Mountain,"October 7, 1780","Kings Mountain, South Carolina",Patriot victory,Benjamin Cleveland,"290 killed
163 wounded
668 captured[2][1]","1,105",900,L,"28 killed
62 wounded[1]"
1384,Battle_of_King's_Mountain,"October 7, 1780","Kings Mountain, South Carolina",Patriot victory,James Williams (Revolutionary War),"290 killed
163 wounded
668 captured[2][1]","1,105",900,L,"28 killed
62 wounded[1]"
1385,Battle_of_King's_Mountain,"October 7, 1780","Kings Mountain, South Carolina",Patriot victory,Isaac Shelby,"290 killed
163 wounded
668 captured[2][1]","1,105",900,L,"28 killed
62 wounded[1]"
1386,Battle_of_King's_Mountain,"October 7, 1780","Kings Mountain, South Carolina",Patriot victory,Joseph Winston,"290 killed
163 wounded
668 captured[2][1]","1,105",900,L,"28 killed
62 wounded[1]"
1387,Battle_of_King's_Mountain,"October 7, 1780","Kings Mountain, South Carolina",Patriot victory,Patrick Ferguson,"28 killed
62 wounded[1]",900,"1,105",R,"290 killed
163 wounded
668 captured[2][1]"
1388,Battle_of_Mobile_(1781),"January 7, 1781","Mobile, then British West Florida, now Alabama",Spanish victory,Johann von Hanxleden,"14 killed
23 wounded[1]",200 regulars[1],"100 British regulars
261 militia
420 Indians
60 Waldeckers[1]",R,20 killed[1]
1389,Battle_of_Cowpens,"January 17, 1781","Cherokee County,
near Cowpens, South Carolina",Decisive American victory,Daniel Morgan,"110 killed
229 wounded
829 captured or missing
2 guns lost [3][4]","1,150
2 guns[1]","1,887–1,912[1]",L,"25 killed
124 wounded [2]"
1390,Battle_of_Cowpens,"January 17, 1781","Cherokee County,
near Cowpens, South Carolina",Decisive American victory,Banastre Tarleton,"25 killed
124 wounded [2]","1,887–1,912[1]","1,150
2 guns[1]",R,"110 killed
229 wounded
829 captured or missing
2 guns lost [3][4]"
1391,Battle_of_Guilford_Court_House,"March 15, 1781","present day Greensboro, North Carolina, U.S.","Pyrrhic British victory[1]
American strategic advantage",Nathanael Greene,"93 killed
408 wounded
25 missing or captured[8][9]","2,100[2]","4,500[2]",L,"79 or 94 killed[3]
185 wounded
1,046 missing (mostly militia who left after the battle)[4][5][6][7]"
1392,Battle_of_Guilford_Court_House,"March 15, 1781","present day Greensboro, North Carolina, U.S.","Pyrrhic British victory[1]
American strategic advantage","Charles Cornwallis, 1st Marquess Cornwallis","79 or 94 killed[3]
185 wounded
1,046 missing (mostly militia who left after the battle)[4][5][6][7]","4,500[2]","2,100[2]",R,"93 killed
408 wounded
25 missing or captured[8][9]"
1393,Battle_of_Porto_Praya,16 April 1781,"Praia, Portuguese Colony of Cape Verde
14°54′26.27″N 23°30′17.66″W﻿ / ﻿14.9072972°N 23.5049056°W﻿ / 14.9072972; -23.5049056Coordinates: 14°54′26.27″N 23°30′17.66″W﻿ / ﻿14.9072972°N 23.5049056°W﻿ / 14.9072972; -23.5049056",Tactical draw; French strategic victory,George Johnstone (Royal Navy officer),?,5 ships of the line,5 ships of the line,L,"36 killed
147 wounded"
1394,Battle_of_Porto_Praya,16 April 1781,"Praia, Portuguese Colony of Cape Verde
14°54′26.27″N 23°30′17.66″W﻿ / ﻿14.9072972°N 23.5049056°W﻿ / 14.9072972; -23.5049056Coordinates: 14°54′26.27″N 23°30′17.66″W﻿ / ﻿14.9072972°N 23.5049056°W﻿ / 14.9072972; -23.5049056",Tactical draw; French strategic victory,Pierre André de Suffren,"36 killed
147 wounded",5 ships of the line,5 ships of the line,R,?
1395,Battle_of_Hobkirk's_Hill,"April 25, 1781","Camden, South Carolina
34°16′28″N 80°36′26″W﻿ / ﻿34.27444°N 80.60722°W﻿ / 34.27444; -80.60722Coordinates: 34°16′28″N 80°36′26″W﻿ / ﻿34.27444°N 80.60722°W﻿ / 34.27444; -80.60722","Tactical British victory
Strategic American victory",Nathanael Greene,"39 killed
210 wounded
200 captured
12 missing[3][4]",900 regulars and militia,"1,550 regulars and militia",L,"19 killed
113 wounded
48 wounded prisoners
41 captured
50 missing[1][2]"
1396,Battle_of_Hobkirk's_Hill,"April 25, 1781","Camden, South Carolina
34°16′28″N 80°36′26″W﻿ / ﻿34.27444°N 80.60722°W﻿ / 34.27444; -80.60722Coordinates: 34°16′28″N 80°36′26″W﻿ / ﻿34.27444°N 80.60722°W﻿ / 34.27444; -80.60722","Tactical British victory
Strategic American victory","Francis Rawdon-Hastings, 1st Marquess of Hastings","19 killed
113 wounded
48 wounded prisoners
41 captured
50 missing[1][2]","1,550 regulars and militia",900 regulars and militia,R,"39 killed
210 wounded
200 captured
12 missing[3][4]"
1397,Battle_of_Fort_Royal,29 April and 30 April 1781,"Off Martinique, West Indies",French victory[1],"Samuel Hood, 1st Viscount Hood",Reports vary[2],24 ships of the line,18 ships of the line,L,"39 killed
162 wounded[2]"
1398,Battle_of_Fort_Royal,29 April and 30 April 1781,"Off Martinique, West Indies",French victory[1],François Joseph Paul de Grasse,"39 killed
162 wounded[2]",18 ships of the line,24 ships of the line,R,Reports vary[2]
