Battle,belligerent,pos,Result,VorD
Battle_of_Ginchy,"Henry Rawlinson, 1st Baron Rawlinson",L,British victory,V
Battle_of_Ginchy,Joseph Alfred Micheler,L,British victory,V
Battle_of_Ginchy,"Rupprecht, Crown Prince of Bavaria",R,British victory,D
Battle_of_Ginchy,Max von Gallwitz,R,British victory,D
Battle_of_Ginchy,Fritz von Below,R,British victory,D
Battle_of_Flers-Courcelette,"Douglas Haig, 1st Earl Haig",L,British victory,V
Battle_of_Flers-Courcelette,Ferdinand Foch,L,British victory,V
Battle_of_Flers-Courcelette,Émile Fayolle,L,British victory,V
Battle_of_Flers-Courcelette,"Henry Rawlinson, 1st Baron Rawlinson",L,British victory,V
Battle_of_Flers-Courcelette,Hubert Gough,L,British victory,V
Battle_of_Flers-Courcelette,"Rupprecht, Crown Prince of Bavaria",R,British victory,D
Battle_of_Flers-Courcelette,Fritz von Below,R,British victory,D
Battle_of_Morval,Joseph Joffre,L,Anglo-French victory,V
Battle_of_Morval,"Douglas Haig, 1st Earl Haig",L,Anglo-French victory,V
Battle_of_Morval,Ferdinand Foch,L,Anglo-French victory,V
Battle_of_Morval,"Henry Rawlinson, 1st Baron Rawlinson",L,Anglo-French victory,V
Battle_of_Morval,Émile Fayolle,L,Anglo-French victory,V
Battle_of_Morval,"Rupprecht, Crown Prince of Bavaria",R,Anglo-French victory,D
Battle_of_Morval,Fritz von Below,R,Anglo-French victory,D
Battle_of_Morval,Max von Gallwitz,R,Anglo-French victory,D
Battle_of_Thiepval_Ridge,Joseph Joffre,L,British victory,V
Battle_of_Thiepval_Ridge,"Douglas Haig, 1st Earl Haig",L,British victory,V
Battle_of_Thiepval_Ridge,Ferdinand Foch,L,British victory,V
Battle_of_Thiepval_Ridge,Hubert Gough,L,British victory,V
Battle_of_Thiepval_Ridge,"Rupprecht, Crown Prince of Bavaria",R,British victory,D
Battle_of_Thiepval_Ridge,Max von Gallwitz,R,British victory,D
Battle_of_Thiepval_Ridge,Fritz von Below,R,British victory,D
Battle_of_Le_Transloy,"Douglas Haig, 1st Earl Haig",L,Indecisive,I
Battle_of_Le_Transloy,Ferdinand Foch,L,Indecisive,I
Battle_of_Le_Transloy,"Henry Rawlinson, 1st Baron Rawlinson",L,Indecisive,I
Battle_of_Le_Transloy,Émile Fayolle,L,Indecisive,I
Battle_of_Le_Transloy,Joseph Alfred Micheler,L,Indecisive,I
Battle_of_Le_Transloy,Erich Ludendorff,R,Indecisive,I
Battle_of_Le_Transloy,"Rupprecht, Crown Prince of Bavaria",R,Indecisive,I
Battle_of_Le_Transloy,Fritz von Below,R,Indecisive,I
Battle_of_Le_Transloy,Max von Gallwitz,R,Indecisive,I
Battle_of_the_Ancre,"Douglas Haig, 1st Earl Haig",L,British victory,V
Battle_of_the_Ancre,Ferdinand Foch,L,British victory,V
Battle_of_the_Ancre,Hubert Gough,L,British victory,V
Battle_of_the_Ancre,"Rupprecht, Crown Prince of Bavaria",R,British victory,D
Battle_of_the_Ancre,Max von Gallwitz,R,British victory,D
Battle_of_the_Ancre,Fritz von Below,R,British victory,D
Battle_of_Segale,Habte Giyorgis Dinagde,L,"Ethiopian regents' victory

Lij Iyasu's chief supporter crushed, removing his ability to keep the Imperial throne",V
Battle_of_Segale,Mikael of Wollo,R,"Ethiopian regents' victory

Lij Iyasu's chief supporter crushed, removing his ability to keep the Imperial throne",D
Battle_of_Magdhaba,Harry Chauvel,L,British Empire victory,V
Battle_of_Rafa,"Philip Chetwode, 1st Baron Chetwode",L,British Desert Column victory,V
Second_Battle_of_Kut,Frederick Stanley Maude,L,British and Indian victory,V
Second_Battle_of_Kut,Kâzım Karabekir,R,British and Indian victory,D
Fall_of_Baghdad_(1917),Frederick Stanley Maude,L,British victory.,V
Fall_of_Baghdad_(1917),Halil Kut,R,British victory.,D
First_Battle_of_Gaza,Archibald Murray,L,Ottoman victory,D
First_Battle_of_Gaza,"Philip Chetwode, 1st Baron Chetwode",L,Ottoman victory,D
First_Battle_of_Gaza,Charles Macpherson Dobell,L,Ottoman victory,D
First_Battle_of_Gaza,Friedrich Freiherr Kress von Kressenstein,R,Ottoman victory,V
Vimy_Ridge,"Julian Byng, 1st Viscount Byng of Vimy",L,Allied victory,V
Vimy_Ridge,Ludwig von Falkenhausen,R,Allied victory,D
Vimy_Ridge,Karl von Fasbender,R,Allied victory,D
Vimy_Ridge,Georg Karl Wichura,R,Allied victory,D
Battle_of_Zborov_(1917),Eduard von Böhm-Ermolli,R,Czechoslovak and Russian victory,D
Battle_of_Passchendaele,"Douglas Haig, 1st Earl Haig",L,See Analysis section,V
Battle_of_Passchendaele,Hubert Gough,L,See Analysis section,V
Battle_of_Passchendaele,"Herbert Plumer, 1st Viscount Plumer",L,See Analysis section,V
Battle_of_Passchendaele,François Anthoine,L,See Analysis section,V
Battle_of_Passchendaele,Louis Ruquoy,L,See Analysis section,V
Battle_of_Passchendaele,Erich Ludendorff,R,See Analysis section,D
Battle_of_Passchendaele,"Rupprecht, Crown Prince of Bavaria",R,See Analysis section,D
Battle_of_Passchendaele,Friedrich Sixt von Armin,R,See Analysis section,D
Battle_of_Caporetto,Svetozar Boroević,L,"Major Central Powers victory[1]

Dismissal of Italy Chief of Staff Luigi Cadorna[2]",D
Battle_of_Caporetto,Johann Ritter von Henriquez,L,"Major Central Powers victory[1]

Dismissal of Italy Chief of Staff Luigi Cadorna[2]",D
Battle_of_Caporetto,Otto von Below,L,"Major Central Powers victory[1]

Dismissal of Italy Chief of Staff Luigi Cadorna[2]",D
Battle_of_Caporetto,Franz Conrad von Hötzendorf,L,"Major Central Powers victory[1]

Dismissal of Italy Chief of Staff Luigi Cadorna[2]",D
Battle_of_Caporetto,Luigi Cadorna,R,"Major Central Powers victory[1]

Dismissal of Italy Chief of Staff Luigi Cadorna[2]",V
Battle_of_Caporetto,Luigi Capello,R,"Major Central Powers victory[1]

Dismissal of Italy Chief of Staff Luigi Cadorna[2]",V
Battle_of_Beersheba_(1917),"Edmund Allenby, 1st Viscount Allenby",L,Egyptian Expeditionary Force victory,V
Battle_of_Beersheba_(1917),Harry Chauvel,L,Egyptian Expeditionary Force victory,V
Battle_of_Beersheba_(1917),"Philip Chetwode, 1st Baron Chetwode",L,Egyptian Expeditionary Force victory,V
Battle_of_Beersheba_(1917),Friedrich Freiherr Kress von Kressenstein,R,Egyptian Expeditionary Force victory,D
Battle_of_Beersheba_(1917),Fevzi Çakmak,R,Egyptian Expeditionary Force victory,D
Battle_of_Beersheba_(1917),İsmet İnönü,R,Egyptian Expeditionary Force victory,D
Third_Battle_of_Gaza,"Edmund Allenby, 1st Viscount Allenby",L,"Decisive British empire victory[1]

Ottoman garrison abandons Gaza on 7 November as a result of fighting during the Battle of Tel el Khuweilfe and the Battle of Hareira and Sheria",V
Third_Battle_of_Gaza,Edward Bulfin,L,"Decisive British empire victory[1]

Ottoman garrison abandons Gaza on 7 November as a result of fighting during the Battle of Tel el Khuweilfe and the Battle of Hareira and Sheria",V
Third_Battle_of_Gaza,Erich von Falkenhayn,R,"Decisive British empire victory[1]

Ottoman garrison abandons Gaza on 7 November as a result of fighting during the Battle of Tel el Khuweilfe and the Battle of Hareira and Sheria",D
Third_Battle_of_Gaza,Friedrich Freiherr Kress von Kressenstein,R,"Decisive British empire victory[1]

Ottoman garrison abandons Gaza on 7 November as a result of fighting during the Battle of Tel el Khuweilfe and the Battle of Hareira and Sheria",D
Second_Battle_of_Heligoland_Bight,Trevylyan Napier,L,Indecisive,I
Second_Battle_of_Heligoland_Bight,William Pakenham (Royal Navy officer),L,Indecisive,I
Second_Battle_of_Heligoland_Bight,Ludwig von Reuter,R,Indecisive,I
Battle_of_Cambrai_(1917),"Julian Byng, 1st Viscount Byng of Vimy",L,"British nominal victory
See Aftermath section",V
Battle_of_Cambrai_(1917),Georg von der Marwitz,R,"British nominal victory
See Aftermath section",D
Battle_of_Bobruysk_(1918),Józef Dowbor-Muśnicki,R,Polish victory,V
Battle_of_Bobruysk_(1918),Bolesław Jaźwiński,R,Polish victory,V
Battle_of_Bobruysk_(1918),Stanisław Wrzaliński,R,Polish victory,V
Battle_of_Bobruysk_(1918),Władysław Anders,R,Polish victory,V
Battle_of_Tampere,Carl Gustaf Emil Mannerheim,L,Decisive White victory,V
Battle_of_Tampere,Hjalmar Frisell,L,Decisive White victory,V
Battle_of_Tampere,Hugo Salmela,R,Decisive White victory,D
Battle_of_Tampere,Verner Lehtimäki,R,Decisive White victory,D
Battle_of_Cantigny,Robert Lee Bullard,L,Allied victory,V
Battle_of_Cantigny,Oskar von Hutier,R,Allied victory,D
Battle_of_the_Piave_River,Armando Diaz,L,Decisive Italian victory,V
Battle_of_the_Piave_River,Arthur Arz von Straußenburg,R,Decisive Italian victory,D
Battle_of_the_Piave_River,Franz Conrad von Hötzendorf,R,Decisive Italian victory,D
Battle_of_Belleau_Wood,John J. Pershing,L,Allied victory,V
Battle_of_Belleau_Wood,James Harbord,L,Allied victory,V
Battle_of_Belleau_Wood,"Wilhelm, German Crown Prince",R,Allied victory,D
Battle_of_Hamel,John Monash,L,Allied victory,V
Battle_of_Hamel,Ewen Sinclair-Maclagan,L,Allied victory,V
Second_Battle_of_the_Marne,Ferdinand Foch,L,Decisive Allied victory,V
Second_Battle_of_the_Marne,Paul Maistre,L,Decisive Allied victory,V
Second_Battle_of_the_Marne,Antoine de Mitry,L,Decisive Allied victory,V
Second_Battle_of_the_Marne,Émile Fayolle,L,Decisive Allied victory,V
Second_Battle_of_the_Marne,Charles Mangin,L,Decisive Allied victory,V
Second_Battle_of_the_Marne,Henri Gouraud (general),L,Decisive Allied victory,V
Second_Battle_of_the_Marne,Alexander Godley,L,Decisive Allied victory,V
Second_Battle_of_the_Marne,Alberico Albricci,L,Decisive Allied victory,V
Second_Battle_of_the_Marne,Erich Ludendorff,R,Decisive Allied victory,D
Second_Battle_of_the_Marne,Karl von Einem,R,Decisive Allied victory,D
Second_Battle_of_the_Marne,Bruno von Mudra,R,Decisive Allied victory,D
Second_Battle_of_the_Marne,Max von Boehn (general),R,Decisive Allied victory,D
Battle_of_Amiens_(1918),Ferdinand Foch,L,"Decisive Allied victory[1][2]

Start of Hundred Days Offensive",V
Battle_of_Amiens_(1918),"Douglas Haig, 1st Earl Haig",L,"Decisive Allied victory[1][2]

Start of Hundred Days Offensive",V
Battle_of_Amiens_(1918),"Henry Rawlinson, 1st Baron Rawlinson",L,"Decisive Allied victory[1][2]

Start of Hundred Days Offensive",V
Battle_of_Amiens_(1918),Fourth Army (United Kingdom),L,"Decisive Allied victory[1][2]

Start of Hundred Days Offensive",V
Battle_of_Amiens_(1918),Marie-Eugène Debeney,L,"Decisive Allied victory[1][2]

Start of Hundred Days Offensive",V
Battle_of_Amiens_(1918),First Army (France),L,"Decisive Allied victory[1][2]

Start of Hundred Days Offensive",V
Battle_of_Amiens_(1918),Erich Ludendorff,R,"Decisive Allied victory[1][2]

Start of Hundred Days Offensive",D
Battle_of_Amiens_(1918),Georg von der Marwitz,R,"Decisive Allied victory[1][2]

Start of Hundred Days Offensive",D
Battle_of_Baku,Nuri Killigil,L,Ottoman–Azerbaijani victory,V
Battle_of_Baku,Mürsel Bakû,L,Ottoman–Azerbaijani victory,V
Battle_of_Baku,Grigory Korganov,R,Ottoman–Azerbaijani victory,D
Battle_of_Baku,Lionel Dunsterville,R,Ottoman–Azerbaijani victory,D
Battle_of_Baku,Hamazasp Srvandztyan,R,Ottoman–Azerbaijani victory,D
Battle_of_Havrincourt,"Julian Byng, 1st Viscount Byng of Vimy",L,British victory,V
Battle_of_Saint-Mihiel,John J. Pershing,L,Allied victory,V
Battle_of_Saint-Mihiel,Hunter Liggett,L,Allied victory,V
Battle_of_Saint-Mihiel,Joseph T. Dickman,L,Allied victory,V
Battle_of_Saint-Mihiel,George H. Cameron,L,Allied victory,V
Battle_of_Saint-Mihiel,Billy Mitchell,L,Allied victory,V
Battle_of_Saint-Mihiel,Max von Gallwitz,R,Allied victory,D
Battle_of_Epéhy,"Henry Rawlinson, 1st Baron Rawlinson",L,Allied victory,V
Battle_of_Epéhy,"Julian Byng, 1st Viscount Byng of Vimy",L,Allied victory,V
Battle_of_Epéhy,Georg von der Marwitz,R,Allied victory,D
Battle_of_Megiddo_(WW1),"Edmund Allenby, 1st Viscount Allenby",L,Allied victory,V
Battle_of_Megiddo_(WW1),Egyptian Expeditionary Force,L,Allied victory,V
Battle_of_Megiddo_(WW1),Edward Bulfin,L,Allied victory,V
Battle_of_Megiddo_(WW1),XX Corps (United Kingdom),L,Allied victory,V
Battle_of_Megiddo_(WW1),"Philip Chetwode, 1st Baron Chetwode",L,Allied victory,V
Battle_of_Megiddo_(WW1),XXI Corps (United Kingdom),L,Allied victory,V
Battle_of_Megiddo_(WW1),Faisal I of Iraq,L,Allied victory,V
Battle_of_Megiddo_(WW1),Sharifian Army,L,Allied victory,V
Battle_of_Megiddo_(WW1),Otto Liman von Sanders,R,Allied victory,D
Battle_of_Megiddo_(WW1),Yildirim Army Group,R,Allied victory,D
Battle_of_Megiddo_(WW1),Cevat Çobanlı,R,Allied victory,D
Battle_of_Megiddo_(WW1),Eighth Army (Ottoman Empire),R,Allied victory,D
Battle_of_Megiddo_(WW1),Mustafa Kemal Atatürk,R,Allied victory,D
Battle_of_Megiddo_(WW1),Seventh Army (Ottoman Empire),R,Allied victory,D
Battle_of_Megiddo_(WW1),Cemal Mersinli,R,Allied victory,D
Battle_of_Megiddo_(WW1),Fourth Army (Ottoman Empire),R,Allied victory,D
Meuse-Argonne_offensive,John J. Pershing,L,Allied victory,V
Meuse-Argonne_offensive,Hunter Liggett,L,Allied victory,V
Meuse-Argonne_offensive,Robert Lee Bullard,L,Allied victory,V
Meuse-Argonne_offensive,Henri Gouraud (general),L,Allied victory,V
Meuse-Argonne_offensive,Henri Mathias Berthelot,L,Allied victory,V
Meuse-Argonne_offensive,Phraya Bhijai Janriddhi,L,Allied victory,V
Meuse-Argonne_offensive,พระยาเทพหัสดิน (ผาด เทพหัสดิน ณ อยุธยา) - วิกิพีเดีย,L,Allied victory,V
Meuse-Argonne_offensive,Max von Gallwitz,R,Allied victory,D
Meuse-Argonne_offensive,Georg von der Marwitz,R,Allied victory,D
Battle_of_Vittorio_Veneto,Armando Diaz,L,"Decisive Italian victory
End of the Austro-Hungarian Empire[1][2]",V
Battle_of_Vittorio_Veneto,Archduke Joseph August of Austria,R,"Decisive Italian victory
End of the Austro-Hungarian Empire[1][2]",D
Battle_of_Vittorio_Veneto,Alexander von Krobatin,R,"Decisive Italian victory
End of the Austro-Hungarian Empire[1][2]",D
Battle_of_Vittorio_Veneto,Svetozar Boroević,R,"Decisive Italian victory
End of the Austro-Hungarian Empire[1][2]",D
Battle_of_Przemyśl_(1918),Julian Stachiewicz,R,Polish decisive victory,D
Battle_of_Paju,Hans Kalm,L,Estonian victory,V
Battle_of_Paju,Julius Kuperjanov,L,Estonian victory,V
Battle_of_Paju,Emīls Vītols,R,Estonian victory,D
Battle_of_Cesis_(1919),Ernst Põdder,L,Decisive Estonian victory,V
Battle_of_Cesis_(1919),Jorģis Zemitāns,L,Decisive Estonian victory,V
Battle_of_Cesis_(1919),Alfred Fletcher,R,Decisive Estonian victory,D
Battle_of_Daugavpils,Edward Rydz-Śmigły,L,Decisive Polish-Latvian victory,V
Battle_of_Daugavpils,Jānis Puriņš (1889—1944),L,Decisive Polish-Latvian victory,V
Battle_of_Wołodarka,Stefan Dąb-Biernacki,L,Polish tactical victory,V
Battle_of_Wołodarka,Alexander Yegorov (military),R,Polish tactical victory,D
Battle_of_Maysalun,Henri Gouraud (general),L,French victory,V
Battle_of_Maysalun,Mariano Goybet,L,French victory,V
Battle_of_Maysalun,Yusuf al-'Azma,R,French victory,D
Battle_of_Maysalun,Muhammad al-Ashmar,R,French victory,D
Battle_of_Radzymin_(1920),Vitovt Putna,L,Polish victory,D
Battle_of_Radzymin_(1920),Ivan Smolin,L,Polish victory,D
Battle_of_Radzymin_(1920),Jan Rządkowski,R,Polish victory,V
Battle_of_Radzymin_(1920),Józef Haller,R,Polish victory,V
Battle_of_Radzymin_(1920),Franciszek Latinik,R,Polish victory,V
Battle_of_Zadworze,Bolesław Zajączkowski,L,Pyrrhic Soviet victory.,D
Battle_of_Zadworze,Semyon Budyonny,R,Pyrrhic Soviet victory.,V
Battle_of_Warsaw_(1920),Józef Piłsudski,L,Decisive Polish victory,V
Battle_of_Warsaw_(1920),Tadeusz Jordan-Rozwadowski,L,Decisive Polish victory,V
Battle_of_Warsaw_(1920),Władysław Sikorski,L,Decisive Polish victory,V
Battle_of_Warsaw_(1920),Józef Haller,L,Decisive Polish victory,V
Battle_of_Warsaw_(1920),Edward Rydz-Śmigły,L,Decisive Polish victory,V
Battle_of_Warsaw_(1920),Bolesław Roja,L,Decisive Polish victory,V
Battle_of_Warsaw_(1920),Franciszek Latinik,L,Decisive Polish victory,V
Battle_of_Warsaw_(1920),Leonard Skierski,L,Decisive Polish victory,V
Battle_of_Warsaw_(1920),Leon Trotsky,R,Decisive Polish victory,D
Battle_of_Warsaw_(1920),Mikhail Tukhachevsky,R,Decisive Polish victory,D
Battle_of_Warsaw_(1920),Semyon Budyonny,R,Decisive Polish victory,D
Battle_of_Warsaw_(1920),Joseph Stalin,R,Decisive Polish victory,D
Battle_of_Warsaw_(1920),Hayk Bzhishkyan,R,Decisive Polish victory,D
Battle_of_Warsaw_(1920),Sergey Kamenev,R,Decisive Polish victory,D
Battle_of_Warsaw_(1920),Alexander Yegorov (military),R,Decisive Polish victory,D
Battle_of_Komarow,Władysław Sikorski,L,Decisive Polish victory,V
Battle_of_Komarow,Juliusz Rómmel,L,Decisive Polish victory,V
Battle_of_Komarow,Stanisław Haller,L,Decisive Polish victory,V
Battle_of_Komarow,Semyon Budyonny,R,Decisive Polish victory,D
Battle_of_Vlora,Qazim Koculi,L,"Albanian victory
Italy retreats troops
Vlora region controlled by Albanians",V
Battle_of_Vlora,Ahmet Lepenica,L,"Albanian victory
Italy retreats troops
Vlora region controlled by Albanians",V
Battle_of_Vlora,Selam Musai,L,"Albanian victory
Italy retreats troops
Vlora region controlled by Albanians",V
Battle_of_Vlora,Giovanni Giolitti,R,"Albanian victory
Italy retreats troops
Vlora region controlled by Albanians",D
Battle_of_Vlora,Settimio Piacentini,R,"Albanian victory
Italy retreats troops
Vlora region controlled by Albanians",D
Battle_of_Vlora,Enrico Gotti,R,"Albanian victory
Italy retreats troops
Vlora region controlled by Albanians",D
Battle_of_the_Niemen_river,Mikhail Tukhachevsky,L,Decisive Polish victory,D
Battle_of_the_Niemen_river,Józef Piłsudski,R,Decisive Polish victory,V
Kilmichael_Ambush,Tom Barry (soldier),L,IRA victory,V
Kilmichael_Ambush,Francis Crake,R,IRA victory,D
Kilmichael_Ambush,Military Cross,R,IRA victory,D
First_Battle_of_Inonu,İsmet İnönü,L,"Greek force repulsed[1]
Both sides forced to retreat[1]
Turkish claimed victory[2]",V
First_Battle_of_Inonu,Mehmet Arif Bey,L,"Greek force repulsed[1]
Both sides forced to retreat[1]
Turkish claimed victory[2]",V
First_Battle_of_Inonu,Mehmet Atıf Ateşdağlı,L,"Greek force repulsed[1]
Both sides forced to retreat[1]
Turkish claimed victory[2]",V
First_Battle_of_Inonu,Mehmet Nâzım Bey,L,"Greek force repulsed[1]
Both sides forced to retreat[1]
Turkish claimed victory[2]",V
First_Battle_of_Inonu,Anastasios Papoulas,R,"Greek force repulsed[1]
Both sides forced to retreat[1]
Turkish claimed victory[2]",D
First_Battle_of_Inonu,Çerkes Ethem,R,"Greek force repulsed[1]
Both sides forced to retreat[1]
Turkish claimed victory[2]",D
Second_Battle_of_Inonu,İsmet İnönü,L,Turkish victory,V
Second_Battle_of_Inonu,Anastasios Papoulas,R,Turkish victory,D
Battle_of_Annual,Abd el-Krim,L,Decisive Riffian victory,V
Battle_of_Annual,Manuel Fernández Silvestre,R,Decisive Riffian victory,D
Battle_of_Annual,Felipe Navarro y Ceballos-Escalera,R,Decisive Riffian victory,D
Battle_of_Sakarya,Mustafa Kemal Atatürk,L,"Tactically inconclusive[1][2]
Greek advance halted[3]
Turkish strategic victory[4]",I
Battle_of_Sakarya,Fevzi Çakmak,L,"Tactically inconclusive[1][2]
Greek advance halted[3]
Turkish strategic victory[4]",I
Battle_of_Sakarya,Anastasios Papoulas,R,"Tactically inconclusive[1][2]
Greek advance halted[3]
Turkish strategic victory[4]",I
Battle_of_Dumlupinar,Mustafa Kemal Atatürk,L,Decisive Turkish victory,V
Battle_of_Dumlupinar,Fevzi Çakmak,L,Decisive Turkish victory,V
Battle_of_Dumlupinar,İsmet İnönü,L,Decisive Turkish victory,V
Battle_of_Dumlupinar,Georgios Hatzianestis,R,Decisive Turkish victory,D
Battle_of_Dumlupinar,Nikolaos Trikoupis,R,Decisive Turkish victory,D
Battle_of_Dumlupinar,Kimon Digenis,R,Decisive Turkish victory,D
Battle_of_Dumlupinar,Petros Soumilas,R,Decisive Turkish victory,D
Battle_of_Dublin,Rory O'Connor (Irish republican),L,Decisive Provisional Government victory,D
Battle_of_Dublin,Ernie O'Malley,L,Decisive Provisional Government victory,D
Battle_of_Dublin,Oscar Traynor,L,Decisive Provisional Government victory,D
Battle_of_Dublin,Michael Collins (Irish leader),R,Decisive Provisional Government victory,V
Battle_of_Dublin,Paddy Daly,R,Decisive Provisional Government victory,V
Battle_of_Kilmallock,Eoin O'Duffy,L,Irish Free State victory,V
Battle_of_Kilmallock,W. R. E. Murphy,L,Irish Free State victory,V
Battle_of_Kilmallock,Liam Deasy,R,Irish Free State victory,D
Battle_of_Mecca_(1924),Ibn Saud,L,Sultanate of Nejd Victory,V
Battle_of_Mecca_(1924),Sultan bin Bajad Al-Otaibi,L,Sultanate of Nejd Victory,V
Battle_of_Mecca_(1924),"Hussein bin Ali, Sharif of Mecca",R,Sultanate of Nejd Victory,D
Battle_of_Jeddah_1925,Ibn Saud,L,Sultanate of Nejd Victory,V
Battle_of_Jeddah_1925,Sultan bin Bajad Al-Otaibi,L,Sultanate of Nejd Victory,V
Battle_of_Jeddah_1925,Ali of Hejaz,R,Sultanate of Nejd Victory,D
Battle_of_Anchem,Gugsa Welle,L,Gugsa Welle defeated and King Tafari Makonnen proclaimed as Emperor Haile Selassie I,D
Battle_of_Anchem,Zewditu,R,Gugsa Welle defeated and King Tafari Makonnen proclaimed as Emperor Haile Selassie I,V
Battle_of_Anchem,Mulugeta Yeggazu,R,Gugsa Welle defeated and King Tafari Makonnen proclaimed as Emperor Haile Selassie I,V
Mukden_Incident,Zhang Xueliang,L,"Japanese victory

Japanese invasion of Manchuria",D
Mukden_Incident,Ma Zhanshan,L,"Japanese victory

Japanese invasion of Manchuria",D
Mukden_Incident,Feng Zhanhai,L,"Japanese victory

Japanese invasion of Manchuria",D
Mukden_Incident,Shigeru Honjō,R,"Japanese victory

Japanese invasion of Manchuria",V
Mukden_Incident,Jirō Minami,R,"Japanese victory

Japanese invasion of Manchuria",V
Battle_of_Shanghai_(1932),Jiang Guangnai,L,"Ceasefire;
Shanghai demilitarized",I
Battle_of_Shanghai_(1932),Cai Tingkai,L,"Ceasefire;
Shanghai demilitarized",I
Battle_of_Shanghai_(1932),Zhang Zhizhong,L,"Ceasefire;
Shanghai demilitarized",I
Battle_of_Shanghai_(1932),Yoshinori Shirakawa,R,"Ceasefire;
Shanghai demilitarized",I
Battle_of_Shanghai_(1932),Kanichiro Tashiro,R,"Ceasefire;
Shanghai demilitarized",I
Defense_of_the_Great_Wall,Chiang Kai-shek,L,"Japanese and Manchukuo victory;
Tanggu Truce",D
Defense_of_the_Great_Wall,Zhang Xueliang,L,"Japanese and Manchukuo victory;
Tanggu Truce",D
Defense_of_the_Great_Wall,He Yingqin,L,"Japanese and Manchukuo victory;
Tanggu Truce",D
Defense_of_the_Great_Wall,Song Zheyuan,L,"Japanese and Manchukuo victory;
Tanggu Truce",D
Defense_of_the_Great_Wall,Nobuyoshi Mutō,R,"Japanese and Manchukuo victory;
Tanggu Truce",V
Defense_of_the_Great_Wall,Zhang Haipeng,R,"Japanese and Manchukuo victory;
Tanggu Truce",V
Battle_of_Rehe,Tang Yulin,L,Japanese victory,D
Battle_of_Rehe,Sun Dianying,L,Japanese victory,D
Battle_of_Rehe,Nobuyoshi Mutō,R,Japanese victory,V
Battle_of_Rehe,Zhang Haipeng,R,Japanese victory,V
Battle_of_Rehe,Li Chi-chun,R,Japanese victory,V
Battle_of_Ganale_Dorya,Rodolfo Graziani,L,"Decisive Italian victory

Destruction of Ras Desta's southern army",V
Battle_of_Ganale_Dorya,Pietro Maletti,L,"Decisive Italian victory

Destruction of Ras Desta's southern army",V
Battle_of_Ganale_Dorya,Olol Dinle,L,"Decisive Italian victory

Destruction of Ras Desta's southern army",V
Battle_of_Ganale_Dorya,Desta Damtew,R,"Decisive Italian victory

Destruction of Ras Desta's southern army",D
Battle_of_Ganale_Dorya,Afawarq Walda Samayat,R,"Decisive Italian victory

Destruction of Ras Desta's southern army",D
Battle_of_Ganale_Dorya,Beyene Merid,R,"Decisive Italian victory

Destruction of Ras Desta's southern army",D
First_Battle_of_Tembien,Pietro Badoglio,L,"Strategic Italian victory

Ethiopian threat to the Italian I Corps and III Corps neutralized",V
First_Battle_of_Tembien,Kassa Haile Darge,R,"Strategic Italian victory

Ethiopian threat to the Italian I Corps and III Corps neutralized",D
First_Battle_of_Tembien,Seyoum Mengesha,R,"Strategic Italian victory

Ethiopian threat to the Italian I Corps and III Corps neutralized",D
Battle_of_Amba_Aradam,Pietro Badoglio,L,"Decisive Italian victory

Destruction of the Ethiopian army of the right in the north",V
Battle_of_Amba_Aradam,Mulugeta Yeggazu,R,"Decisive Italian victory

Destruction of the Ethiopian army of the right in the north",D
Second_Battle_of_Tembien,Pietro Badoglio,L,"Decisive Italian victory

Destruction of the Ethiopian Army of the Center in the north",V
Second_Battle_of_Tembien,Kassa Haile Darge,R,"Decisive Italian victory

Destruction of the Ethiopian Army of the Center in the north",D
Second_Battle_of_Tembien,Seyoum Mengesha,R,"Decisive Italian victory

Destruction of the Ethiopian Army of the Center in the north",D
Battle_of_Maychew,Pietro Badoglio,L,"Decisive Italian victory

Destruction of Haile Selassie's last army in the north",V
Battle_of_Maychew,Haile Selassie,R,"Decisive Italian victory

Destruction of Haile Selassie's last army in the north",D
Battle_of_the_Ogaden,Rodolfo Graziani,L,Italian victory,V
Battle_of_the_Ogaden,Nasibu Zeamanuel,R,Italian victory,D
Battle_of_the_Ogaden,Wehib Pasha,R,Italian victory,D
Battle_of_Badajoz_(1936),Ildefonso Puigdendolas,L,Nationalist victory,D
Battle_of_Badajoz_(1936),Juan Yagüe,R,Nationalist victory,V
Battle_of_Badajoz_(1936),Carlos Asensio Cabanillas,R,Nationalist victory,V
Battle_of_Badajoz_(1936),Antonio Castejón Espinosa,R,Nationalist victory,V
Battle_of_Guadalajara,Enrique Jurado,L,Republican victory,V
Battle_of_Guadalajara,José Miaja,L,Republican victory,V
Battle_of_Guadalajara,Cipriano Mera,L,Republican victory,V
Battle_of_Guadalajara,Enrique Líster,L,Republican victory,V
Battle_of_Guadalajara,Valentín González,L,Republican victory,V
Battle_of_Guadalajara,José Moscardó Ituarte,R,Republican victory,D
Battle_of_Guadalajara,Mario Roatta,R,Republican victory,D
Battle_of_Lugou_Bridge,Song Zheyuan,L,"Tactical Chinese victory

Japanese attack repulsed[1]
Beginning of the full scale invasion of China in the Second Sino-Japanese War",V
Battle_of_Lugou_Bridge,Qin Dechun,L,"Tactical Chinese victory

Japanese attack repulsed[1]
Beginning of the full scale invasion of China in the Second Sino-Japanese War",V
