,Battle,Date,Location,Result,belligerent,inflicted,opp,own,pos,taken
1720,Battle_of_Bailén,16–19 July 1808,"Bailén, Spain",Decisive Spanish victory,"Francisco Javier Castaños, 1st Duke of Bailén","2,200 dead[4]
400 wounded[5]
17,635 captured[6]","21,130 regulars[1][2]
3,300 cavalry[1]
24 guns","27,110 regulars and militia[3]
2,660 cavalry[3]
25 guns[3]",R,"243 dead[4]
735 wounded[4]"
1721,Battle_of_Bailén,16–19 July 1808,"Bailén, Spain",Decisive Spanish victory,Theodor von Reding,"2,200 dead[4]
400 wounded[5]
17,635 captured[6]","21,130 regulars[1][2]
3,300 cavalry[1]
24 guns","27,110 regulars and militia[3]
2,660 cavalry[3]
25 guns[3]",R,"243 dead[4]
735 wounded[4]"
1722,Battle_of_Kauhajoki,10 August 1808,"Kauhajoki, Southern Ostrobothnia, Finland",Swedish victory,Georg Carl von Döbeln,150–450 killed and wounded,about 2.000,about 2.000,L,Around 62 killed and wounded
1723,First_Siege_of_Zaragoza,15 June – 14 August 1808,"Zaragoza, Spain",Spanish victory,Charles Lefebvre-Desnouettes,"5,000[2]","500 regulars,
6,000 militia
Total: 6,500","8,500 regulars,
1,000 cavalry,
60 guns[1]
Total: 9,500",L,"3,000–3,500[2]"
1724,First_Siege_of_Zaragoza,15 June – 14 August 1808,"Zaragoza, Spain",Spanish victory,Jean-Antoine Verdier,"5,000[2]","500 regulars,
6,000 militia
Total: 6,500","8,500 regulars,
1,000 cavalry,
60 guns[1]
Total: 9,500",L,"3,000–3,500[2]"
1725,First_Siege_of_Zaragoza,15 June – 14 August 1808,"Zaragoza, Spain",Spanish victory,José de Palafox y Melci,"3,000–3,500[2]","8,500 regulars,
1,000 cavalry,
60 guns[1]
Total: 9,500","500 regulars,
6,000 militia
Total: 6,500",R,"5,000[2]"
1726,First_Siege_of_Zaragoza,15 June – 14 August 1808,"Zaragoza, Spain",Spanish victory,Felipe Augusto de Saint-Marcq,"3,000–3,500[2]","8,500 regulars,
1,000 cavalry,
60 guns[1]
Total: 9,500","500 regulars,
6,000 militia
Total: 6,500",R,"5,000[2]"
1727,First_Siege_of_Zaragoza,15 June – 14 August 1808,"Zaragoza, Spain",Spanish victory,Juan O'Neylle,"3,000–3,500[2]","8,500 regulars,
1,000 cavalry,
60 guns[1]
Total: 9,500","500 regulars,
6,000 militia
Total: 6,500",R,"5,000[2]"
1728,Battle_of_Roliça,17 August 1808,Near the village of Roliça in Portugal,"Anglo-Portuguese victory, tactical French retreat","Arthur Wellesley, 1st Duke of Wellington","700 killed and wounded,[2]
3 guns captured","4,000-4,930[1] infantry and cavalry
5 guns","14,800[1]-15,700 infantry and cavalry",L,487 killed and wounded
1729,Battle_of_Roliça,17 August 1808,Near the village of Roliça in Portugal,"Anglo-Portuguese victory, tactical French retreat",Henri François Delaborde,487 killed and wounded,"14,800[1]-15,700 infantry and cavalry","4,000-4,930[1] infantry and cavalry
5 guns",R,"700 killed and wounded,[2]
3 guns captured"
1730,Battle_of_Vimeiro,21 August 1808,"Near Vimeiro, Portugal","Anglo-Portuguese victory, Convention of Sintra","Arthur Wellesley, 1st Duke of Wellington","2,160 killed and wounded

370–450 killed[2]
1,630–1,710 wounded[2]
13 guns captured","13,000[1]–14,000 men
23–24[1] guns","17,000[1]–20,500 men
18–19[1] guns",L,720 killed and wounded[2]
1731,Battle_of_Vimeiro,21 August 1808,"Near Vimeiro, Portugal","Anglo-Portuguese victory, Convention of Sintra",Jean-Andoche Junot,720 killed and wounded[2],"17,000[1]–20,500 men
18–19[1] guns","13,000[1]–14,000 men
23–24[1] guns",R,"2,160 killed and wounded

370–450 killed[2]
1,630–1,710 wounded[2]
13 guns captured"
1732,Battle_of_Jutas,13 September 1808,"Jutas, south of Nykarleby",Swedish victory,Georg Carl von Döbeln,130,about 1.500,about 1.500,L,43 of which 16 killed
1733,Battle_of_Oravais,14 September 1808,"The village of Oravais, Finland",Russian victory,Carl Johan Adlercreutz,"121 dead
665 wounded
109 missed in action
In total: 895[2][3]","6,000, of which 5,000 engaged[1]","5,500 men",L,"740 dead
400 wounded
more than 100 captured
In total: 1,240"
1734,Battle_of_Oravais,14 September 1808,"The village of Oravais, Finland",Russian victory,Nikolay Kamensky,"740 dead
400 wounded
more than 100 captured
In total: 1,240","5,500 men","6,000, of which 5,000 engaged[1]",R,"121 dead
665 wounded
109 missed in action
In total: 895[2][3]"
1735,Battle_of_Koljonvirta,27 October 1808,"near Iisalmi, Northern Savonia, Finland",Swedish victory,Johan August Sandels,"1,100 dead, wounded or captured","6,000–8,000","1,800",L,"310 dead, wounded or captured"
1736,Battle_of_Koljonvirta,27 October 1808,"near Iisalmi, Northern Savonia, Finland",Swedish victory,Nikolay Tuchkov,"310 dead, wounded or captured","1,800","6,000–8,000",R,"1,100 dead, wounded or captured"
1737,Battle_of_Pancorbo_(1808),31 October 1808,"Durango, Spain",Indecisive,François Joseph Lefebvre,"300 dead or wounded
300 captured[2]","19,000
6 guns","24,000
36 guns",L,200 dead or wounded[1]
1738,Battle_of_Pancorbo_(1808),31 October 1808,"Durango, Spain",Indecisive,Joaquín Blake,200 dead or wounded[1],"24,000
36 guns","19,000
6 guns",R,"300 dead or wounded
300 captured[2]"
1739,Battle_of_Valmaseda,5 November 1808,"Valmaseda, near Bilbao, Spain",Spanish victory,Eugène-Casimir Villatte,50 dead or wounded,"24,000","13,000",L,"300 dead or wounded,
300 men & baggage captured"
1740,Battle_of_Valmaseda,5 November 1808,"Valmaseda, near Bilbao, Spain",Spanish victory,Joaquín Blake,"300 dead or wounded,
300 men & baggage captured","13,000","24,000",R,50 dead or wounded
1741,Battle_of_Burgos,7 November 1808,"Gamonal ,near Burgos, Spain",French victory,Jean-Baptiste Bessières,"2,000 dead, wounded, or captured","9,000 infantry","20,000 infantry,
4,000 cavalry",L,"50 killed
150 wounded"
1742,Battle_of_Burgos,7 November 1808,"Gamonal ,near Burgos, Spain",French victory,Conde de Belveder,"50 killed
150 wounded","20,000 infantry,
4,000 cavalry","9,000 infantry",R,"2,000 dead, wounded, or captured"
1743,Battle_of_Burgos,7 November 1808,"Gamonal ,near Burgos, Spain",French victory,Vicente Genaro de Quesada,"50 killed
150 wounded","20,000 infantry,
4,000 cavalry","9,000 infantry",R,"2,000 dead, wounded, or captured"
1744,Battle_of_Burgos,7 November 1808,"Gamonal ,near Burgos, Spain",French victory,Fernando María de Alós,"50 killed
150 wounded","20,000 infantry,
4,000 cavalry","9,000 infantry",R,"2,000 dead, wounded, or captured"
1745,Battle_of_Espinosa_de_los_Monteros,10–11 November 1808,"Espinosa de los Monteros, southeast of Cantabria, Spain",French victory,"Claude Victor-Perrin, Duc de Belluno","3,000 dead, wounded, or captured","23,000","22,000",L,"1,200 dead or wounded"
1746,Battle_of_Espinosa_de_los_Monteros,10–11 November 1808,"Espinosa de los Monteros, southeast of Cantabria, Spain",French victory,Joaquín Blake,"1,200 dead or wounded","22,000","23,000",R,"3,000 dead, wounded, or captured"
1747,Battle_of_Espinosa_de_los_Monteros,10–11 November 1808,"Espinosa de los Monteros, southeast of Cantabria, Spain",French victory,"Pedro Caro, 3rd Marquis of la Romana","1,200 dead or wounded","22,000","23,000",R,"3,000 dead, wounded, or captured"
1748,Battle_of_Tudela,23 November 1808,"Tudela, Navarre, Spain",French-Polish victory,Jean Lannes,"4,000 dead, wounded, or captured
26 guns lost","33,000","31,000",L,650 dead or wounded
1749,Battle_of_Tudela,23 November 1808,"Tudela, Navarre, Spain",French-Polish victory,Charles Lefebvre-Desnouettes,"4,000 dead, wounded, or captured
26 guns lost","33,000","31,000",L,650 dead or wounded
1750,Battle_of_Tudela,23 November 1808,"Tudela, Navarre, Spain",French-Polish victory,Michel Ney,"4,000 dead, wounded, or captured
26 guns lost","33,000","31,000",L,650 dead or wounded
1751,Battle_of_Tudela,23 November 1808,"Tudela, Navarre, Spain",French-Polish victory,"Francisco Javier Castaños, 1st Duke of Bailén",650 dead or wounded,"31,000","33,000",R,"4,000 dead, wounded, or captured
26 guns lost"
1752,Battle_of_Tudela,23 November 1808,"Tudela, Navarre, Spain",French-Polish victory,José de Palafox y Melci,650 dead or wounded,"31,000","33,000",R,"4,000 dead, wounded, or captured
26 guns lost"
1753,Battle_of_Tudela,23 November 1808,"Tudela, Navarre, Spain",French-Polish victory,Juan O'Neylle,650 dead or wounded,"31,000","33,000",R,"4,000 dead, wounded, or captured
26 guns lost"
1754,Battle_of_Tudela,23 November 1808,"Tudela, Navarre, Spain",French-Polish victory,Manuel Lapeña,650 dead or wounded,"31,000","33,000",R,"4,000 dead, wounded, or captured
26 guns lost"
1755,Battle_of_Somosierra,30 November 1808,"Somosierra Pass, Segovia, Spain",French victory,Napoleon,"250 dead or wounded,
3,000 captured","20,000 infantry,
16 guns","45,000",L,57 dead or wounded[a]
1756,Battle_of_Somosierra,30 November 1808,"Somosierra Pass, Segovia, Spain",French victory,Jan Kozietulski,"250 dead or wounded,
3,000 captured","20,000 infantry,
16 guns","45,000",L,57 dead or wounded[a]
1757,Battle_of_Somosierra,30 November 1808,"Somosierra Pass, Segovia, Spain",French victory,Benito de San Juan,57 dead or wounded[a],"45,000","20,000 infantry,
16 guns",R,"250 dead or wounded,
3,000 captured"
1758,Battle_of_Sahagún,21 December 1808,Leon Spain,British victory,César Alexandre Debelle,"4 killed
21 wounded[1]",ca. 400 Cavalry[2],ca. 800 Cavalry[1],L,"20 killed and wounded,
13 officers and over 300 other ranks captured[1]"
1759,Battle_of_Sahagún,21 December 1808,Leon Spain,British victory,"Henry Paget, 1st Marquess of Anglesey","20 killed and wounded,
13 officers and over 300 other ranks captured[1]",ca. 800 Cavalry[1],ca. 400 Cavalry[2],R,"4 killed
21 wounded[1]"
1760,Battle_of_Corunna,16 January 1809,"Corunna, Galicia","British tactical victory[1][2][3][a]
French strategic victory[4][5][6]",John Moore (British Army officer),"600[12] to 700 dead or wounded
200 to 300 prisoners","16,000:[9]
12,000 infantry
3,200 cavalry
20 guns","16,000:
15,000 infantry[7]
9 to 12 guns[8]",L,"900 dead or wounded[10]
300 sick abandoned[11]"
1761,Battle_of_Corunna,16 January 1809,"Corunna, Galicia","British tactical victory[1][2][3][a]
French strategic victory[4][5][6]","Sir David Baird, 1st Baronet","600[12] to 700 dead or wounded
200 to 300 prisoners","16,000:[9]
12,000 infantry
3,200 cavalry
20 guns","16,000:
15,000 infantry[7]
9 to 12 guns[8]",L,"900 dead or wounded[10]
300 sick abandoned[11]"
1762,Battle_of_Corunna,16 January 1809,"Corunna, Galicia","British tactical victory[1][2][3][a]
French strategic victory[4][5][6]",Jean-de-Dieu Soult,"900 dead or wounded[10]
300 sick abandoned[11]","16,000:
15,000 infantry[7]
9 to 12 guns[8]","16,000:[9]
12,000 infantry
3,200 cavalry
20 guns",R,"600[12] to 700 dead or wounded
200 to 300 prisoners"
1763,Battle_of_Ciudad_Real,27 March 1809,"Ciudad Real, Province of Ciudad Real, Castile-La Mancha, Spain",French-Polish victory,Horace François Bastien Sébastiani de La Porta,2000 killed and wounded,19 000,12 000,L,unknown but light
1764,Battle_of_Ciudad_Real,27 March 1809,"Ciudad Real, Province of Ciudad Real, Castile-La Mancha, Spain",French-Polish victory,"José de Urbina y Urbina, 3rd Conde de Cartaojal",unknown but light,12 000,19 000,R,2000 killed and wounded
1765,First_Battle_of_Porto,28 March 1809,"Porto, Portugal",French victory,Caetano José Vaz Parreiras,"2,100 killed and wounded","21,500 men including 3,100 cavalry","About 24,000 men:

4,500 regular army
10,000 ordenanças (militia)
9,000 armed citizens",L,"10,000"
1766,First_Battle_of_Porto,28 March 1809,"Porto, Portugal",French victory,Jean-de-Dieu Soult,"10,000","About 24,000 men:

4,500 regular army
10,000 ordenanças (militia)
9,000 armed citizens","21,500 men including 3,100 cavalry",R,"2,100 killed and wounded"
1767,Battle_of_Sacile,15–16 April 1809,"Sacile, modern-day Italy",Austrian victory,Eugène de Beauharnais,"Pordenone: 253
Sacile: 3,846[1] to 4,100[2]","39,000, 55-61 guns[1]","37,050, 54 guns[1]",L,"Pordenone: 2,500, 4 guns
Sacile: 6,500, 19 guns[1]"
1768,Battle_of_Sacile,15–16 April 1809,"Sacile, modern-day Italy",Austrian victory,Archduke John of Austria,"Pordenone: 2,500, 4 guns
Sacile: 6,500, 19 guns[1]","37,050, 54 guns[1]","39,000, 55-61 guns[1]",R,"Pordenone: 253
Sacile: 3,846[1] to 4,100[2]"
1769,Battle_of_Raszyn_(1809),19 April 1809,"Raszyn, present-day Poland
52°09′32″N 20°55′35″E﻿ / ﻿52.158889°N 20.926389°E﻿ / 52.158889; 20.926389","Austrian tactical victory
Polish strategic victory",Archduke Ferdinand Karl Joseph of Austria-Este,"1,390 total:
450 killed
900 wounded
40 captured","18,000 infantry
3,500 cavalry
44 cannons","24,500 infantry
4,500 cavalry
94 cannons",L,"2,300 total:
800 killed
1,500 wounded"
1770,Battle_of_Raszyn_(1809),19 April 1809,"Raszyn, present-day Poland
52°09′32″N 20°55′35″E﻿ / ﻿52.158889°N 20.926389°E﻿ / 52.158889; 20.926389","Austrian tactical victory
Polish strategic victory",Józef Poniatowski,"2,300 total:
800 killed
1,500 wounded","24,500 infantry
4,500 cavalry
94 cannons","18,000 infantry
3,500 cavalry
44 cannons",R,"1,390 total:
450 killed
900 wounded
40 captured"
1771,Battle_of_Abensberg,20 April 1809,"Abensberg, Bavaria, Germany",French victory,"Archduke Charles, Duke of Teschen","1,107[2]","55,000[1]","42,000[1]",L,"6,711, 12 guns[2]"
1772,Battle_of_Abensberg,20 April 1809,"Abensberg, Bavaria, Germany",French victory,Johann von Hiller,"1,107[2]","55,000[1]","42,000[1]",L,"6,711, 12 guns[2]"
1773,Battle_of_Abensberg,20 April 1809,"Abensberg, Bavaria, Germany",French victory,Archduke Louis of Austria,"1,107[2]","55,000[1]","42,000[1]",L,"6,711, 12 guns[2]"
1774,Battle_of_Abensberg,20 April 1809,"Abensberg, Bavaria, Germany",French victory,Michael von Kienmayer,"1,107[2]","55,000[1]","42,000[1]",L,"6,711, 12 guns[2]"
1775,Battle_of_Abensberg,20 April 1809,"Abensberg, Bavaria, Germany",French victory,Napoleon,"6,711, 12 guns[2]","42,000[1]","55,000[1]",R,"1,107[2]"
1776,Battle_of_Abensberg,20 April 1809,"Abensberg, Bavaria, Germany",French victory,Jean Lannes,"6,711, 12 guns[2]","42,000[1]","55,000[1]",R,"1,107[2]"
1777,Battle_of_Abensberg,20 April 1809,"Abensberg, Bavaria, Germany",French victory,François Joseph Lefebvre,"6,711, 12 guns[2]","42,000[1]","55,000[1]",R,"1,107[2]"
1778,Battle_of_Abensberg,20 April 1809,"Abensberg, Bavaria, Germany",French victory,Karl Philipp von Wrede,"6,711, 12 guns[2]","42,000[1]","55,000[1]",R,"1,107[2]"
1779,Battle_of_Abensberg,20 April 1809,"Abensberg, Bavaria, Germany",French victory,Dominique Vandamme,"6,711, 12 guns[2]","42,000[1]","55,000[1]",R,"1,107[2]"
1780,Battle_of_Landshut_(1809),21 April 1809,"Landshut, Bavaria",French victory,Johann von Hiller,"3,000","77,000","36,000",L,"9,000[1]-10,000"
1781,Battle_of_Landshut_(1809),21 April 1809,"Landshut, Bavaria",French victory,Napoleon,"9,000[1]-10,000","36,000","77,000",R,"3,000"
1782,Battle_of_Landshut_(1809),21 April 1809,"Landshut, Bavaria",French victory,Jean Lannes,"9,000[1]-10,000","36,000","77,000",R,"3,000"
1783,Battle_of_Landshut_(1809),21 April 1809,"Landshut, Bavaria",French victory,André Masséna,"9,000[1]-10,000","36,000","77,000",R,"3,000"
1784,Battle_of_Eckmühl,21–22 April 1809,"Eckmühl, Bavaria",French victory,"Archduke Charles, Duke of Teschen","6,000 killed or wounded[1]","30,000 – 60,000","35,000",L,"12,000 killed, wounded or captured[1]"
1785,Battle_of_Eckmühl,21–22 April 1809,"Eckmühl, Bavaria",French victory,Napoleon,"12,000 killed, wounded or captured[1]","35,000","30,000 – 60,000",R,"6,000 killed or wounded[1]"
1786,Battle_of_Eckmühl,21–22 April 1809,"Eckmühl, Bavaria",French victory,Louis-Nicolas Davout,"12,000 killed, wounded or captured[1]","35,000","30,000 – 60,000",R,"6,000 killed or wounded[1]"
1787,Battle_of_Ratisbon,23 April 1809,"Regensburg, Principality of Regensburg",French victory,"Archduke Charles, Duke of Teschen","1,500-2,000[1]","37,000","26,000",L,"6,000+[1]"
1788,Battle_of_Ratisbon,23 April 1809,"Regensburg, Principality of Regensburg",French victory,Napoleon,"6,000+[1]","26,000","37,000",R,"1,500-2,000[1]"
1789,Battle_of_Ratisbon,23 April 1809,"Regensburg, Principality of Regensburg",French victory,Jean Lannes,"6,000+[1]","26,000","37,000",R,"1,500-2,000[1]"
1790,Battle_of_Ratisbon,23 April 1809,"Regensburg, Principality of Regensburg",French victory,Louis-Nicolas Davout,"6,000+[1]","26,000","37,000",R,"1,500-2,000[1]"
1791,Second_Battle_of_Porto,12 May 1809,Portugal,"Anglo-Portuguese victory[1]

French retreat into Spain",Jean-de-Dieu Soult,"23 killed, 98 wounded","18,400[2]","11,200",L,"600 killed or wounded & 1,500 captured[3]"
1792,Second_Battle_of_Porto,12 May 1809,Portugal,"Anglo-Portuguese victory[1]

French retreat into Spain","Arthur Wellesley, 1st Duke of Wellington","600 killed or wounded & 1,500 captured[3]","11,200","18,400[2]",R,"23 killed, 98 wounded"
1793,Battle_of_Aspern-Essling,21–22 May 1809,"Lobau, Vienna
48°12′47″N 16°30′09″E﻿ / ﻿48.21306°N 16.50250°E﻿ / 48.21306; 16.50250Coordinates: 48°12′47″N 16°30′09″E﻿ / ﻿48.21306°N 16.50250°E﻿ / 48.21306; 16.50250",Austrian victory,Napoleon,"23,300 total:[2]
6,200 killed or missing
16,300 wounded
800 captured","95,800 (First day)
90,800 (Second day)[1]","27,000 (First day)
66,000 (Second day)[1]",L,"23,000 total:[2]
7,000 killed
16,000 wounded"
1794,Battle_of_Aspern-Essling,21–22 May 1809,"Lobau, Vienna
48°12′47″N 16°30′09″E﻿ / ﻿48.21306°N 16.50250°E﻿ / 48.21306; 16.50250Coordinates: 48°12′47″N 16°30′09″E﻿ / ﻿48.21306°N 16.50250°E﻿ / 48.21306; 16.50250",Austrian victory,Jean Lannes,"23,300 total:[2]
6,200 killed or missing
16,300 wounded
800 captured","95,800 (First day)
90,800 (Second day)[1]","27,000 (First day)
66,000 (Second day)[1]",L,"23,000 total:[2]
7,000 killed
16,000 wounded"
1795,Battle_of_Aspern-Essling,21–22 May 1809,"Lobau, Vienna
48°12′47″N 16°30′09″E﻿ / ﻿48.21306°N 16.50250°E﻿ / 48.21306; 16.50250Coordinates: 48°12′47″N 16°30′09″E﻿ / ﻿48.21306°N 16.50250°E﻿ / 48.21306; 16.50250",Austrian victory,"Archduke Charles, Duke of Teschen","23,000 total:[2]
7,000 killed
16,000 wounded","27,000 (First day)
66,000 (Second day)[1]","95,800 (First day)
90,800 (Second day)[1]",R,"23,300 total:[2]
6,200 killed or missing
16,300 wounded
800 captured"
1796,Battle_of_Alcañiz,23 May 1809,"Alcañiz, west of Teruel, Spain",Spanish victory,Louis-Gabriel Suchet,300 dead or wounded,"8,500 infantry,
500 cavalry","10,000 infantry,
800 cavalry",L,"2,000 dead or wounded"
1797,Battle_of_Alcañiz,23 May 1809,"Alcañiz, west of Teruel, Spain",Spanish victory,Joaquín Blake,"2,000 dead or wounded","10,000 infantry,
800 cavalry","8,500 infantry,
500 cavalry",R,300 dead or wounded
1798,Battle_of_Wagram,5–6 July 1809,"Wagram, Northeast of Vienna
48°17′58″N 16°33′52″E﻿ / ﻿48.29944°N 16.56444°E﻿ / 48.29944; 16.56444Coordinates: 48°17′58″N 16°33′52″E﻿ / ﻿48.29944°N 16.56444°E﻿ / 48.29944; 16.56444","Decisive French victory:

Armistice of Znaim
Treaty of Schönbrunn
End of the Fifth Coalition",Napoleon,"30,000–40,000 dead, wounded or missing.","158,000[1]
or 173,000 (incl. allies)[2]","154,000[1]
or 155,000[2]",L,"25,000–37,000 dead, wounded, missing."
1799,Battle_of_Wagram,5–6 July 1809,"Wagram, Northeast of Vienna
48°17′58″N 16°33′52″E﻿ / ﻿48.29944°N 16.56444°E﻿ / 48.29944; 16.56444Coordinates: 48°17′58″N 16°33′52″E﻿ / ﻿48.29944°N 16.56444°E﻿ / 48.29944; 16.56444","Decisive French victory:

Armistice of Znaim
Treaty of Schönbrunn
End of the Fifth Coalition","Archduke Charles, Duke of Teschen","25,000–37,000 dead, wounded, missing.","154,000[1]
or 155,000[2]","158,000[1]
or 173,000 (incl. allies)[2]",R,"30,000–40,000 dead, wounded or missing."
1800,Battle_of_Talavera,27–28 July 1809,"Talavera, southwest of Madrid, Spain","Tactical Anglo-Spanish victory[1][2]
Strategic French victory[3]","Arthur Wellesley, 1st Duke of Wellington","French - 7,389[3]","46,138,[5]
80 cannon","55,634:

20,641 British,[4]
30 cannon
34,993 Spanish,[4]
30 cannon",L,"British - 6, 268[3]
Spanish - 1,200[3]"
1801,Battle_of_Talavera,27–28 July 1809,"Talavera, southwest of Madrid, Spain","Tactical Anglo-Spanish victory[1][2]
Strategic French victory[3]",Gregorio García de la Cuesta,"French - 7,389[3]","46,138,[5]
80 cannon","55,634:

20,641 British,[4]
30 cannon
34,993 Spanish,[4]
30 cannon",L,"British - 6, 268[3]
Spanish - 1,200[3]"
1802,Battle_of_Talavera,27–28 July 1809,"Talavera, southwest of Madrid, Spain","Tactical Anglo-Spanish victory[1][2]
Strategic French victory[3]",Joseph Bonaparte,"British - 6, 268[3]
Spanish - 1,200[3]","55,634:

20,641 British,[4]
30 cannon
34,993 Spanish,[4]
30 cannon","46,138,[5]
80 cannon",R,"French - 7,389[3]"
1803,Battle_of_Talavera,27–28 July 1809,"Talavera, southwest of Madrid, Spain","Tactical Anglo-Spanish victory[1][2]
Strategic French victory[3]",Jean-Baptiste Jourdan,"British - 6, 268[3]
Spanish - 1,200[3]","55,634:

20,641 British,[4]
30 cannon
34,993 Spanish,[4]
30 cannon","46,138,[5]
80 cannon",R,"French - 7,389[3]"
1804,Battle_of_Ratan_and_Sävar,19–20 August 1809,"The village of Sävar and the village of Ratan, slightly north of Umeå, Sweden","Sävar: Russian victory
Ratan: Swedish victory",Gustav Wachtmeister,"Total: 1 750.
Sävar: 1 600 (600 dead, 1000 wounded).
Ratan: 150 (dead and wounded)[2]","6,000 troops [1]","6,800 troops",L,"Total: 1 000.
Sävar: 850 (396 dead, 450 wounded).
Ratan: 150 (26 dead, 2 prisoners) [2]"
1805,Battle_of_Ratan_and_Sävar,19–20 August 1809,"The village of Sävar and the village of Ratan, slightly north of Umeå, Sweden","Sävar: Russian victory
Ratan: Swedish victory",Nikolay Kamensky,"Total: 1 000.
Sävar: 850 (396 dead, 450 wounded).
Ratan: 150 (26 dead, 2 prisoners) [2]","6,800 troops","6,000 troops [1]",R,"Total: 1 750.
Sävar: 1 600 (600 dead, 1000 wounded).
Ratan: 150 (dead and wounded)[2]"
1806,Battle_of_Tamames,18 October 1809,"Tamames, near Salamanca, Spain",Spanish victory,Jean Gabriel Marchand,"713 dead or wounded
1 gun[1]","20,000 infantry,
1,400 cavalry
30 guns","9,000 infantry,
2,000 cavalry,
14 guns",L,"less than 1,400 dead or wounded[1]"
1807,Battle_of_Tamames,18 October 1809,"Tamames, near Salamanca, Spain",Spanish victory,Vicente Cañas y Portocarrero,"less than 1,400 dead or wounded[1]","9,000 infantry,
2,000 cavalry,
14 guns","20,000 infantry,
1,400 cavalry
30 guns",R,"713 dead or wounded
1 gun[1]"
1808,Battle_of_Ocaña,19 November 1809,"Ocaña, near Madrid, Spain",French victory,Joseph Bonaparte,"4,000 dead or wounded,[3]
14,000 captured[4]
45 cannon[5]","45,000 Infantry, 7,000 Cavalry[1]","24,000 Infantry, 5,000 Cavalry[1]",L,"2,000 dead or wounded[2]"
1809,Battle_of_Ocaña,19 November 1809,"Ocaña, near Madrid, Spain",French victory,Jean-de-Dieu Soult,"4,000 dead or wounded,[3]
14,000 captured[4]
45 cannon[5]","45,000 Infantry, 7,000 Cavalry[1]","24,000 Infantry, 5,000 Cavalry[1]",L,"2,000 dead or wounded[2]"
1810,Battle_of_Ocaña,19 November 1809,"Ocaña, near Madrid, Spain",French victory,Juan Carlos de Aréizaga,"2,000 dead or wounded[2]","24,000 Infantry, 5,000 Cavalry[1]","45,000 Infantry, 7,000 Cavalry[1]",R,"4,000 dead or wounded,[3]
14,000 captured[4]
45 cannon[5]"
1811,Battle_of_Batin,9 September 1810,"Batin, Bulgaria
43°40′N 25°40′E﻿ / ﻿43.667°N 25.667°E﻿ / 43.667; 25.667Coordinates: 43°40′N 25°40′E﻿ / ﻿43.667°N 25.667°E﻿ / 43.667; 25.667",Russian victory,Nikolay Kamensky,"5,000 (plus 5,000 captured)","c. 40,000","c. 20,000",L,"1,500"
1812,Battle_of_Buçaco,27 September 1810,"Bussaco, near Luso, Portugal",Anglo-Portuguese victory,"Arthur Wellesley, 1st Duke of Wellington","4,500 dead or wounded[1]","65,000","25,000 British
25,000 Portuguese",L,"1,250 dead or wounded[1]"
1813,Battle_of_Buçaco,27 September 1810,"Bussaco, near Luso, Portugal",Anglo-Portuguese victory,Luís do Rego Barreto,"4,500 dead or wounded[1]","65,000","25,000 British
25,000 Portuguese",L,"1,250 dead or wounded[1]"
1814,Battle_of_Buçaco,27 September 1810,"Bussaco, near Luso, Portugal",Anglo-Portuguese victory,André Masséna,"1,250 dead or wounded[1]","25,000 British
25,000 Portuguese","65,000",R,"4,500 dead or wounded[1]"
1815,Battle_of_Fuengirola,15 October 1810,"Fuengirola, near Málaga, Spain",Polish-French victory,"Andrew Blayney, 11th Baron Blayney","20 killed, 100 wounded","400 Polish
57 French","3,501 British
1,000 Spanish",L,"40 killed, 70 wounded, 200 captured (part of them also wounded), 5 guns, 300 rifles & muskets, 60,000 rounds of ammunition, 1 gunboat"
1816,Battle_of_Fuengirola,15 October 1810,"Fuengirola, near Málaga, Spain",Polish-French victory,Franciszek Młokosiewicz,"40 killed, 70 wounded, 200 captured (part of them also wounded), 5 guns, 300 rifles & muskets, 60,000 rounds of ammunition, 1 gunboat","3,501 British
1,000 Spanish","400 Polish
57 French",R,"20 killed, 100 wounded"
1817,Battle_of_Campichuelo,19 December 1810,"Campichuelo, near Encarnación, Paraguay",United Provinces victory,Manuel Belgrano,,500 soldiers,800 soldiers,L,
1818,Battle_of_Calderón_Bridge,17 January 1811,"Calderón Bridge, Zapotlanejo, Jalisco, Mexico",Spanish victory,Miguel Hidalgo y Costilla,"1,200","6,000","100,000",L,"13,000"
1819,Battle_of_Calderón_Bridge,17 January 1811,"Calderón Bridge, Zapotlanejo, Jalisco, Mexico",Spanish victory,"Félix María Calleja del Rey, 1st Count of Calderón","13,000","100,000","6,000",R,"1,200"
1820,Battle_of_Paraguarí,"January 19, 1811","Paraguarí, Paraguay",Belgrano forced to withdraw southward.,Manuel Belgrano,"16 prisoners, 30 deaths","4,600 soldiers[1]:11","1,000 soldiers[1]:11",L,"120 prisoners, 10 deaths"
1821,Battle_of_Paraguarí,"January 19, 1811","Paraguarí, Paraguay",Belgrano forced to withdraw southward.,Bernardo de Velasco,"120 prisoners, 10 deaths","1,000 soldiers[1]:11","4,600 soldiers[1]:11",R,"16 prisoners, 30 deaths"
1822,Battle_of_Barrosa,5 March 1811,"Playa de la Barrosa, near Cádiz, Spain","Tactical allied victory
Strategically indecisive",Manuel Lapeña,"c. 2,380 killed or wounded","10,160","5,200 British and Portuguese
c. 10,000 Spanish",L,"1,240 killed or wounded (British and Portuguese)
300–400 Spanish"
