Battle,Date,Location,Result,belligerent,opp,own,pos,VorD,Infantry,Cavalry,Artillery,Ships,Airforce,Special
Battle of Sekigahara,"October 21, 1600","Sekigahara, present-day Gifu Prefecture",Decisive Tokugawa victory; beginning of Tokugawa shogunate,Hosokawa Tadaoki,"120,000 initially,[1]
81,890 by the time of battle[2]","75,000 initially,[1]
88,888 by the time of battle[2]",R,V,88888,,,,,
Battle of Sekigahara,"October 21, 1600","Sekigahara, present-day Gifu Prefecture",Decisive Tokugawa victory; beginning of Tokugawa shogunate,Honda Tadakatsu,"120,000 initially,[1]
81,890 by the time of battle[2]","75,000 initially,[1]
88,888 by the time of battle[2]",R,V,88888,,,,,
Battle of Sekigahara,"October 21, 1600","Sekigahara, present-day Gifu Prefecture",Decisive Tokugawa victory; beginning of Tokugawa shogunate,Kuroda Nagamasa,"120,000 initially,[1]
81,890 by the time of battle[2]","75,000 initially,[1]
88,888 by the time of battle[2]",R,V,88888,,,,,
Battle of Sekigahara,"October 21, 1600","Sekigahara, present-day Gifu Prefecture",Decisive Tokugawa victory; beginning of Tokugawa shogunate,Matsudaira Tadayoshi,"120,000 initially,[1]
81,890 by the time of battle[2]","75,000 initially,[1]
88,888 by the time of battle[2]",R,V,88888,,,,,
Battle of Selinus,409 BC,Selinus,,Hannibal Mago,"25,000 men","40,000 men",R,V,40000,,,,,
Battle of Sellasia,222 BC,"Sellasia, Laconia",Decisive Macedonian-Achaean victory,Antigonus III Doson,"About 20,000 infantry,
650 cavalry","28,000 infantry,
1,200 cavalry",L,V,28000,1200,,,,
Battle of Sellasia,222 BC,"Sellasia, Laconia",Decisive Macedonian-Achaean victory,Demetrius of Pharos,"About 20,000 infantry,
650 cavalry","28,000 infantry,
1,200 cavalry",L,V,28000,1200,,,,
Battle of Sellasia,222 BC,"Sellasia, Laconia",Decisive Macedonian-Achaean victory,Cercidas,"About 20,000 infantry,
650 cavalry","28,000 infantry,
1,200 cavalry",L,V,28000,1200,,,,
Battle of Sempach,9 July 1386,Sempach,Decisive Swiss victory,Petermann von Gundoldingen,"ca. 4,000, including 1,500 knights","ca. 6,000-8,000",L,V,7000,,,,,
Battle of Sena Gallica (551),Autumn 551,off Sena Gallica (modern Senigallia) Italy,Decisive Byzantine victory,John (nephew of Vitalian),47 warships,50 warships,L,V,,,,50,,
Battle of Sentinum,295 BC,"Sentinum (now near Sassoferrato, Marche, Italy)",Decisive Roman victory,Publius Decius Mus (consul 312 BC),"80,000-90,000","40,000",L,V,40000,,,,,
Battle of Sentinum,295 BC,"Sentinum (now near Sassoferrato, Marche, Italy)",Decisive Roman victory,Quintus Fabius Maximus Rullianus,"80,000-90,000","40,000",L,V,40000,,,,,
Battle of Sezawa,9 March 1542,"Sezawa, Shinano Province",Takeda victory,Takeda Shingen,"12,000","3,000",L,V,3000,,,,,
Battle of Shimbra Kure,"March, 1529","Shimbra Kure, Ethiopia, 130 km (80 mi) southeast of Addis Ababa",Decisive Adal victory,Ahmad ibn Ibrahim al-Ghazi,200 man of infantry and cavalry,"200 men with matchlocks, several thousand infantry, cavalry",L,V,1,,,,,
Battle of Shiting,228 CE,"Shiting (present-day Qianshan County, Anhui), Yang Province, China",Eastern Wu victory,Lu Xun (Three Kingdoms),"100,000","30,000",L,V,30000,,,,,
Battle of Shiting,228 CE,"Shiting (present-day Qianshan County, Anhui), Yang Province, China",Eastern Wu victory,Zhou Fang (Three Kingdoms),"100,000","30,000",L,V,30000,,,,,
Battle of Shiting,228 CE,"Shiting (present-day Qianshan County, Anhui), Yang Province, China",Eastern Wu victory,Quan Cong,"100,000","30,000",L,V,30000,,,,,
Battle of Shiting,228 CE,"Shiting (present-day Qianshan County, Anhui), Yang Province, China",Eastern Wu victory,Zhu Huan,"100,000","30,000",L,V,30000,,,,,
Battle of Shizugatake,May 1583,"Shizugatake, Ōmi Province, near Lake Biwa",Hashiba Hideyoshi victory,Toyotomi Hideyoshi,"27,000 men","50,000 men",L,V,50000,,,,,
Battle of Shizugatake,May 1583,"Shizugatake, Ōmi Province, near Lake Biwa",Hashiba Hideyoshi victory,Katō Kiyomasa,"27,000 men","50,000 men",L,V,50000,,,,,
Battle of Shizugatake,May 1583,"Shizugatake, Ōmi Province, near Lake Biwa",Hashiba Hideyoshi victory,Fukushima Masanori,"27,000 men","50,000 men",L,V,50000,,,,,
Battle of Shrewsbury,21 July 1403,"Shrewsbury, Shropshire, England",Decisive royalist victory,Henry IV of England,"<14,000[1]","14,000[1]",L,V,14000,,,,,
Battle of Shrewsbury,21 July 1403,"Shrewsbury, Shropshire, England",Decisive royalist victory,Henry V of England,"<14,000[1]","14,000[1]",L,V,14000,,,,,
Battle of Sievershausen,9 July 1553,"Sievershausen, Principality of Lüneburg",Defeat of the Margrave,"Albert Alcibiades, Margrave of Brandenburg-Kulmbach","15,500","18,000",R,V,18000,,,,,
Battle of Sirhind (1555),"June 22, 1555",Sirhind,Decisive Mughal victory,Humayun,"80,000[1]","100,000",L,V,100000,,,,,
Battle of Sirhind (1555),"June 22, 1555",Sirhind,Decisive Mughal victory,Bairam Khan,"80,000[1]","100,000",L,V,100000,,,,,
Battle of Sirmium,"July 8, 1167","Sirmium, Byzantine Empire (now Serbia)",Decisive Byzantine victory,Andronikos Kontostephanos,"15,000 men[2]","15,000 men[1]",L,V,15000,,,,,
Battle of Sirte (2011),15 September – 20 October 2011,"Sirte, Libya","Decisive anti-Gaddafi victory

Pro-Gaddafi forces repel three rebel attacks on the city in September[2][3]
Anti-Gaddafi forces capture all of Sirte after a fourth attack
Muammar Gaddafi and Mutassim Gaddafi killed
End of civil war",Hamid Hassy,"1,000[13]–5,000[15] fighters (NTC claim)","16,000 fighters[12]
163[13]–900[14] technicals",L,V,16000,,,,,
Battle of Sirte (2011),15 September – 20 October 2011,"Sirte, Libya","Decisive anti-Gaddafi victory

Pro-Gaddafi forces repel three rebel attacks on the city in September[2][3]
Anti-Gaddafi forces capture all of Sirte after a fourth attack
Muammar Gaddafi and Mutassim Gaddafi killed
End of civil war",Mustafa Bin Dardef,"1,000[13]–5,000[15] fighters (NTC claim)","16,000 fighters[12]
163[13]–900[14] technicals",L,V,16000,,,,,
Battle of Sirte (2011),15 September – 20 October 2011,"Sirte, Libya","Decisive anti-Gaddafi victory

Pro-Gaddafi forces repel three rebel attacks on the city in September[2][3]
Anti-Gaddafi forces capture all of Sirte after a fourth attack
Muammar Gaddafi and Mutassim Gaddafi killed
End of civil war",Touhami Zayani,"1,000[13]–5,000[15] fighters (NTC claim)","16,000 fighters[12]
163[13]–900[14] technicals",L,V,16000,,,,,
Battle of Sirte (2011),15 September – 20 October 2011,"Sirte, Libya","Decisive anti-Gaddafi victory

Pro-Gaddafi forces repel three rebel attacks on the city in September[2][3]
Anti-Gaddafi forces capture all of Sirte after a fourth attack
Muammar Gaddafi and Mutassim Gaddafi killed
End of civil war",Essam Baghhar,"1,000[13]–5,000[15] fighters (NTC claim)","16,000 fighters[12]
163[13]–900[14] technicals",L,V,16000,,,,,
Battle of Sirte (2011),15 September – 20 October 2011,"Sirte, Libya","Decisive anti-Gaddafi victory

Pro-Gaddafi forces repel three rebel attacks on the city in September[2][3]
Anti-Gaddafi forces capture all of Sirte after a fourth attack
Muammar Gaddafi and Mutassim Gaddafi killed
End of civil war",Yunus al-Abdali,"1,000[13]–5,000[15] fighters (NTC claim)","16,000 fighters[12]
163[13]–900[14] technicals",L,V,16000,,,,,
Battle of Sisak,22 June 1593,"Sisak, Kingdom of Croatia, Habsburg Monarchy 45°28′N 16°23′E﻿ / ﻿45.467°N 16.383°E﻿ / 45.467; 16.383Coordinates: 45°28′N 16°23′E﻿ / ﻿45.467°N 16.383°E﻿ / 45.467; 16.383",Decisive Christian (Austrian-Styrian-Carniolan-Croatian) victory[1],Ruprecht von Eggenberg,"12,000[2]–16,000[3][4]","4,300–5,800

300[5]–800[6] defenders in Sisak
4,000[4]–5,000[7] cavalry and infantry reinforcements",R,V,5050,,,,,
Battle of Sisak,22 June 1593,"Sisak, Kingdom of Croatia, Habsburg Monarchy 45°28′N 16°23′E﻿ / ﻿45.467°N 16.383°E﻿ / 45.467; 16.383Coordinates: 45°28′N 16°23′E﻿ / ﻿45.467°N 16.383°E﻿ / 45.467; 16.383",Decisive Christian (Austrian-Styrian-Carniolan-Croatian) victory[1],Tamás Erdődy,"12,000[2]–16,000[3][4]","4,300–5,800

300[5]–800[6] defenders in Sisak
4,000[4]–5,000[7] cavalry and infantry reinforcements",R,V,5050,,,,,
Battle of Sisak,22 June 1593,"Sisak, Kingdom of Croatia, Habsburg Monarchy 45°28′N 16°23′E﻿ / ﻿45.467°N 16.383°E﻿ / 45.467; 16.383Coordinates: 45°28′N 16°23′E﻿ / ﻿45.467°N 16.383°E﻿ / 45.467; 16.383",Decisive Christian (Austrian-Styrian-Carniolan-Croatian) victory[1],Andreas von Auersperg,"12,000[2]–16,000[3][4]","4,300–5,800

300[5]–800[6] defenders in Sisak
4,000[4]–5,000[7] cavalry and infantry reinforcements",R,V,5050,,,,,
Battle of SkanÃ¶r,,,,,,,L,V,1,,,,,
Battle of Skuodas,1258 or 1259,"Luknė village, 6 km (3.7 mi) southwest of Skuodas[1]
56°14′11″N 21°26′26″E﻿ / ﻿56.23639°N 21.44056°E﻿ / 56.23639; 21.44056Coordinates: 56°14′11″N 21°26′26″E﻿ / ﻿56.23639°N 21.44056°E﻿ / 56.23639; 21.44056",Decisive Samogitian victory,Vykintas,Unknown,"3,000",L,V,3000,,,,,
Battle of Sluys,24 June 1340,"Off Sluys in the French fief of Flanders (now spelled ""Sluis"" and part of the Dutch region of Zeelandic Flanders)",English victory,Edward III of England,190–213 ships,120 – 150 ships,L,V,135,,,,,
Battle of Solicinium,368,"Southwest Germany, south of the Limes, see article",Roman victory,Valentinian I,Unknown,Unknown,L,V,1,,,,,
Battle of Solway Moss,24 November 1542,"Solway Moss, Cumberland, England",Decisive English Victory,"Thomas Wharton, 1st Baron Wharton","15,000 – 18,000","3,000",R,V,3000,,,,,
Battle of South Foreland,24 August 1217,"Off Sandwich, Kent, United Kingdom",English victory,"Hubert de Burgh, 1st Earl of Kent","10 large ships
70 supply vessels","16–18 large ships
20 smaller ships",L,V,,,,37,,
Battle of South Foreland,24 August 1217,"Off Sandwich, Kent, United Kingdom",English victory,Philip d'Aubigny,"10 large ships
70 supply vessels","16–18 large ships
20 smaller ships",L,V,,,,37,,
Battle of Sphacteria,425 BC,"Sphacteria, a small island at the entrance to the bay of Pylos",Athenian victory,Demosthenes (general),440,"3,000+ soldiers,
8,000 lightly armed rowers",L,V,3000,,,,,
Battle of Sphacteria,425 BC,"Sphacteria, a small island at the entrance to the bay of Pylos",Athenian victory,Cleon,440,"3,000+ soldiers,
8,000 lightly armed rowers",L,V,3000,,,,,
Battle of St. Matthew's Day,"September 21, 1217","Near Viljandi, Estonia",Livonian victory,Volkwin,6000,3000,R,V,300,,,,,
Battle of St. Matthew's Day,"September 21, 1217","Near Viljandi, Estonia",Livonian victory,Caupo of Turaida,6000,3000,R,V,300,,,,,
Battle of St. Matthew's Day,"September 21, 1217","Near Viljandi, Estonia",Livonian victory,"Bernard II, Lord of Lippe",6000,3000,R,V,300,,,,,
Battle of St. Quentin (1557),10 - 27 August 1557[1],"Saint-Quentin, France",Decisive Spanish victory[2][3],Ferrante Gonzaga,"26,000[5]","60,000[4]-80,000[4]",L,V,70000,,,,,
Battle of St. Quentin (1557),10 - 27 August 1557[1],"Saint-Quentin, France",Decisive Spanish victory[2][3],"Emmanuel Philibert, Duke of Savoy","26,000[5]","60,000[4]-80,000[4]",L,V,70000,,,,,
Battle of St. Quentin (1557),10 - 27 August 1557[1],"Saint-Quentin, France",Decisive Spanish victory[2][3],"Lamoral, Count of Egmont","26,000[5]","60,000[4]-80,000[4]",L,V,70000,,,,,
Battle of St. Quentin (1557),10 - 27 August 1557[1],"Saint-Quentin, France",Decisive Spanish victory[2][3],Julian Romero,"26,000[5]","60,000[4]-80,000[4]",L,V,70000,,,,,
Battle of StÃ¥ngebro,,,,,,,L,V,5200,,,,,
Battle of Stamford Bridge,25 September 1066,"Stamford Bridge, East Riding of Yorkshire, England",Decisive English victory,Harold Godwinson,"9,000 (of which 3,000 engaged late in battle)
300 transport ships","~15,000[citation needed]",L,V,15000,,,,,
Battle of Stelai,880,off southwestern Calabria,Byzantine victory,Nasar,45 ships (Vita Eliae iuioris),140 ships (Ibn Idari),L,V,,,,140,,
Battle of Stephaniana,May 1344,"Macedonia, near the Aegean shore",Turkish victory[1][2],Preljub,"3,100","5,500~",R,V,5500,,,,,
Battle of Stiklestad,29 July 1030 (trad.),"Stiklestad, Norway",Decisive Peasant Army victory,Kálfr Árnason,"ca. 6,600","ca. 14,400",R,V,14400,,,,,
Battle of Stiklestad,29 July 1030 (trad.),"Stiklestad, Norway",Decisive Peasant Army victory,Thorir Hund,"ca. 6,600","ca. 14,400",R,V,14400,,,,,
Battle of Stiklestad,29 July 1030 (trad.),"Stiklestad, Norway",Decisive Peasant Army victory,Hárek of Tjøtta,"ca. 6,600","ca. 14,400",R,V,14400,,,,,
Battle of Stirling Bridge,11 September 1297,"Stirling Bridge, Stirling, Scotland
56°07′54″N 3°55′57″W﻿ / ﻿56.1317046°N 3.9325905°W﻿ / 56.1317046; -3.9325905Coordinates: 56°07′54″N 3°55′57″W﻿ / ﻿56.1317046°N 3.9325905°W﻿ / 56.1317046; -3.9325905",Scottish victory,William Wallace,"9,000 men

~2,000 cavalry[1]
~7,000 infantry[1]","5,300 to 6,300 men

~300 cavalry
~5,000 to 6,000 infantry[1]",L,V,5800,300,,,,
Battle of Stirling Bridge,11 September 1297,"Stirling Bridge, Stirling, Scotland
56°07′54″N 3°55′57″W﻿ / ﻿56.1317046°N 3.9325905°W﻿ / 56.1317046; -3.9325905Coordinates: 56°07′54″N 3°55′57″W﻿ / ﻿56.1317046°N 3.9325905°W﻿ / 56.1317046; -3.9325905",Scottish victory,Andrew Moray,"9,000 men

~2,000 cavalry[1]
~7,000 infantry[1]","5,300 to 6,300 men

~300 cavalry
~5,000 to 6,000 infantry[1]",L,V,5800,300,,,,
Battle of Stoke,16 June 1487,"East Stoke, Nottinghamshire, England
53°02′06″N 0°53′17″W﻿ / ﻿53.035°N 0.888°W﻿ / 53.035; -0.888Coordinates: 53°02′06″N 0°53′17″W﻿ / ﻿53.035°N 0.888°W﻿ / 53.035; -0.888",Decisive Tudor victory,Henry VII of England,"8,000","12,000",R,V,12000,,,,,
Battle of Stoke,16 June 1487,"East Stoke, Nottinghamshire, England
53°02′06″N 0°53′17″W﻿ / ﻿53.035°N 0.888°W﻿ / 53.035; -0.888Coordinates: 53°02′06″N 0°53′17″W﻿ / ﻿53.035°N 0.888°W﻿ / 53.035; -0.888",Decisive Tudor victory,"John de Vere, 13th Earl of Oxford","8,000","12,000",R,V,12000,,,,,
Battle of Stoke,16 June 1487,"East Stoke, Nottinghamshire, England
53°02′06″N 0°53′17″W﻿ / ﻿53.035°N 0.888°W﻿ / 53.035; -0.888Coordinates: 53°02′06″N 0°53′17″W﻿ / ﻿53.035°N 0.888°W﻿ / 53.035; -0.888",Decisive Tudor victory,"Jasper Tudor, Duke of Bedford","8,000","12,000",R,V,12000,,,,,
Battle of Stoke,16 June 1487,"East Stoke, Nottinghamshire, England
53°02′06″N 0°53′17″W﻿ / ﻿53.035°N 0.888°W﻿ / 53.035; -0.888Coordinates: 53°02′06″N 0°53′17″W﻿ / ﻿53.035°N 0.888°W﻿ / 53.035; -0.888",Decisive Tudor victory,"George Talbot, 4th Earl of Shrewsbury","8,000","12,000",R,V,12000,,,,,
Battle of Stoke,16 June 1487,"East Stoke, Nottinghamshire, England
53°02′06″N 0°53′17″W﻿ / ﻿53.035°N 0.888°W﻿ / 53.035; -0.888Coordinates: 53°02′06″N 0°53′17″W﻿ / ﻿53.035°N 0.888°W﻿ / 53.035; -0.888",Decisive Tudor victory,"George Stanley, 9th Baron Strange","8,000","12,000",R,V,12000,,,,,
Battle of Stoke,16 June 1487,"East Stoke, Nottinghamshire, England
53°02′06″N 0°53′17″W﻿ / ﻿53.035°N 0.888°W﻿ / 53.035; -0.888Coordinates: 53°02′06″N 0°53′17″W﻿ / ﻿53.035°N 0.888°W﻿ / 53.035; -0.888",Decisive Tudor victory,"Edward Woodville, Lord Scales","8,000","12,000",R,V,12000,,,,,
Battle of St-Pol-de-Leon,9 June 1346,"Saint-Pol-de-Léon, Brittany",Anglo-Breton victory,Thomas Dagworth,"Unknown, ~1,000",180,L,V,180,,,,,
Battle of Strasbourg,357,"Near Strasbourg (modern Alsace, France)",Roman victory,Julian (emperor),"15,000[4] - 35,000 warriors[5]
(midpoint: 25,000)","13,000[1] - 15,000[2]
including about 3,000 cavalry[3]",L,V,14000,3000,,,,
Battle of Sudomer,25 March 1420,Southern Bohemia,Hussite victory,Břeněk of Švihov,"2,000 cavalry","400 infantry
12 war wagons",L,V,400,,,,,12
Battle of Sudomer,25 March 1420,Southern Bohemia,Hussite victory,Jan Žižka,"2,000 cavalry","400 infantry
12 war wagons",L,V,400,,,,,12
Battle of Suessula,343/339 BC[note 1],"Near Suessula, Italy",Roman victory,Marcus Valerius Corvus,unknown,unknown,L,V,1,,,,,
Battle of Suiyang,757 AD,"Suiyang, Xingyang","Pyrrhic Yan tactical victory
Decisive Tang strategic victory
Turn of the tide of the rebellion against the Yan Dynasty.",Li Tingwang,"10,000","150,000",R,V,150000,,,,,
Battle of Suiyang,757 AD,"Suiyang, Xingyang","Pyrrhic Yan tactical victory
Decisive Tang strategic victory
Turn of the tide of the rebellion against the Yan Dynasty.",Yang Chaozong,"10,000","150,000",R,V,150000,,,,,
Battle of Suiyang,757 AD,"Suiyang, Xingyang","Pyrrhic Yan tactical victory
Decisive Tang strategic victory
Turn of the tide of the rebellion against the Yan Dynasty.",Yin Ziqi,"10,000","150,000",R,V,150000,,,,,
Battle of Susa,647 BC,"Mesopotamia, Elam",Decisive Assyrian victory; total destruction of Susa,Ashurbanipal,Unknown,Unknown,L,V,1,,,,,
Battle of Swold,September 999 or 1000,In Øresund or near Rügen,"Allied victory
Partitioning of Norway
Backlash against Christianity",Eiríkr Hákonarson,11 warships,70+ warships,R,V,,,,70,,
Battle of Swold,September 999 or 1000,In Øresund or near Rügen,"Allied victory
Partitioning of Norway
Backlash against Christianity",Olof Skötkonung,11 warships,70+ warships,R,V,,,,70,,
Battle of Swold,September 999 or 1000,In Øresund or near Rügen,"Allied victory
Partitioning of Norway
Backlash against Christianity",Sweyn Forkbeard,11 warships,70+ warships,R,V,,,,70,,
Battle of Syracuse (415 BC),415–413 BC,Sicily,"Decisive Athenian defeat, complete destruction of the Athenian expeditionary force",Gylippus,"Original Expedition:[1] 5,100 hoplites, 750 Mantineans and Argives, 1,300 light and missile troops, 30 cavalry
134 triremes
Reinforcements:[2] 5,000 hoplites, large number of light troops, 73 triremes","unknown, but included at least 1,200 cavalry and 1,000 Spartans
at least 100 ships",R,V,1,,,,,
Battle of Syracuse (415 BC),415–413 BC,Sicily,"Decisive Athenian defeat, complete destruction of the Athenian expeditionary force",Hermocrates,"Original Expedition:[1] 5,100 hoplites, 750 Mantineans and Argives, 1,300 light and missile troops, 30 cavalry
134 triremes
Reinforcements:[2] 5,000 hoplites, large number of light troops, 73 triremes","unknown, but included at least 1,200 cavalry and 1,000 Spartans
at least 100 ships",R,V,1,,,,,
Battle of SzigetvÃ¡r,,,,,,,R,V,110000,,,,,
Battle of SzigetvÃ¡r,,,,,,,R,V,100000,,,,,
Battle of Tadla,September 1554,"Tadla, Morocco",Saadi victory.,Mohammed ash-Sheikh,Unknown,Unknown,R,V,1,,,,,
Battle of Taginae,July 552,"Taginae, Etruria[3]
(Gualdo Tadino, Umbria)",Decisive Byzantine victory,Narses,"15,000 men[5]","20,000 men[5]
5,000 Lombards[1]
3,000 Heruli[1]
400 Gepids[1]",L,V,20000,,,,,
Battle of Taillebourg,21 July 1242,"Taillebourg, Charente-Maritime (at the bridge over the Charente River)",Decisive Franco-Poitevin victory,Louis IX of France,"est. 12,300","est. 4,000",L,V,400,,,,,
Battle of Taillebourg,21 July 1242,"Taillebourg, Charente-Maritime (at the bridge over the Charente River)",Decisive Franco-Poitevin victory,"Alphonse, Count of Poitiers","est. 12,300","est. 4,000",L,V,400,,,,,
Battle of Talas,May–September 751 CE,"Talas, Kazakhstan, Kyrgyzstan[6]",Abbasid Muslim victory,Ziyad ibn Salih,"30,000 by Chinese accounts.[9] 100,000 by Arab accounts.[10] All military units either infantry or cavalry was not indicated.[9]","Unknown. Taiwan-based Chinese writer Bo Yang estimates the number of Arab troops were 200,000. Unknown amount of Tibetan troops.",L,V,200000,,,,,
Battle of Talikota,26 January 1565,"Talikota in present day Karnataka
16°28′23.9″N 76°18′42.6″E﻿ / ﻿16.473306°N 76.311833°E﻿ / 16.473306; 76.311833Coordinates: 16°28′23.9″N 76°18′42.6″E﻿ / ﻿16.473306°N 76.311833°E﻿ / 16.473306; 76.311833",Decisive Deccan sultanates victory,Hussain Nizam Shah I,"140,000 foot, 10,000 horse and over 100 War elephants[1]","80,000 infantry (Beydurs)[1]
30,000 cavalry[1]
several dozen artillery cannons[1]",L,V,80000,30000,,,,100
Battle of Talikota,26 January 1565,"Talikota in present day Karnataka
16°28′23.9″N 76°18′42.6″E﻿ / ﻿16.473306°N 76.311833°E﻿ / 16.473306; 76.311833Coordinates: 16°28′23.9″N 76°18′42.6″E﻿ / ﻿16.473306°N 76.311833°E﻿ / 16.473306; 76.311833",Decisive Deccan sultanates victory,Ali Adil Shah I,"140,000 foot, 10,000 horse and over 100 War elephants[1]","80,000 infantry (Beydurs)[1]
30,000 cavalry[1]
several dozen artillery cannons[1]",L,V,80000,30000,,,,100
Battle of Talikota,26 January 1565,"Talikota in present day Karnataka
16°28′23.9″N 76°18′42.6″E﻿ / ﻿16.473306°N 76.311833°E﻿ / 16.473306; 76.311833Coordinates: 16°28′23.9″N 76°18′42.6″E﻿ / ﻿16.473306°N 76.311833°E﻿ / 16.473306; 76.311833",Decisive Deccan sultanates victory,Ibrahim Quli Qutb Shah Wali,"140,000 foot, 10,000 horse and over 100 War elephants[1]","80,000 infantry (Beydurs)[1]
30,000 cavalry[1]
several dozen artillery cannons[1]",L,V,80000,30000,,,,100
Battle of Talikota,26 January 1565,"Talikota in present day Karnataka
16°28′23.9″N 76°18′42.6″E﻿ / ﻿16.473306°N 76.311833°E﻿ / 16.473306; 76.311833Coordinates: 16°28′23.9″N 76°18′42.6″E﻿ / ﻿16.473306°N 76.311833°E﻿ / 16.473306; 76.311833",Decisive Deccan sultanates victory,Ali Barid Shah I,"140,000 foot, 10,000 horse and over 100 War elephants[1]","80,000 infantry (Beydurs)[1]
30,000 cavalry[1]
several dozen artillery cannons[1]",L,V,80000,30000,,,,100
Battle of Talikota,26 January 1565,"Talikota in present day Karnataka
16°28′23.9″N 76°18′42.6″E﻿ / ﻿16.473306°N 76.311833°E﻿ / 16.473306; 76.311833Coordinates: 16°28′23.9″N 76°18′42.6″E﻿ / ﻿16.473306°N 76.311833°E﻿ / 16.473306; 76.311833",Decisive Deccan sultanates victory,Burhan Imad Shah,"140,000 foot, 10,000 horse and over 100 War elephants[1]","80,000 infantry (Beydurs)[1]
30,000 cavalry[1]
several dozen artillery cannons[1]",L,V,80000,30000,,,,100
Battle of Tanagra (426 BC),426 BC,Tanagra,Athenian victory,Nicias,Unknown,"2,000 hoplites",L,V,2000,,,,,
Battle of Tanagra (426 BC),426 BC,Tanagra,Athenian victory,Eurymedon (strategos),Unknown,"2,000 hoplites",L,V,2000,,,,,
Battle of Tanagra (457 BC),457 BC,Tanagra,Spartan victory,Nicomedes (soldier),"14,000 [1]","11,500[2]",R,V,11500,,,,,
Battle of Tarentum (209 BC),209 BC,"Tarentum, Southern Italy",Roman victory,Quintus Fabius Maximus Verrucosus,"19,000","17,000",R,V,17000,,,,,
Battle of Tarentum (212 BC),212 BC,"Tarentum, Southern Italy",Carthaginian victory,Hannibal,"15,000","10,000",L,V,10000,,,,,
Battle of Tarin Kowt,"November 13–14, 2001","Tarinkot, Afghanistan",Eastern Alliance and American victory,Hamid Karzai,500[1],"30-60 Eastern Alliance
11 Americans (ODA 574 and 1 AFSOC CCT)[1]",L,V,56,,,,,
Battle of Tarin Kowt,"November 13–14, 2001","Tarinkot, Afghanistan",Eastern Alliance and American victory,Jason Amerine,500[1],"30-60 Eastern Alliance
11 Americans (ODA 574 and 1 AFSOC CCT)[1]",L,V,56,,,,,
Battle of Tawahin,5/6 April 885,"Al-Tawahin (Antipatris), near Ramlah[1]",Tulunid victory,Khumarawayh ibn Ahmad ibn Tulun,"4,000","70,000",L,V,70000,,,,,
Battle of Tedorigawa,"November 13, 1577","Tedori River, Kaga Province",Decisive Uesugi victory,Uesugi Kenshin,"50,000[1]","30,000[1]",L,V,30000,,,,,
Battle of Tedorigawa,"November 13, 1577","Tedori River, Kaga Province",Decisive Uesugi victory,Naoe Kanetsugu,"50,000[1]","30,000[1]",L,V,30000,,,,,
Battle of Tedorigawa,"November 13, 1577","Tedori River, Kaga Province",Decisive Uesugi victory,Uesugi Kagekatsu,"50,000[1]","30,000[1]",L,V,30000,,,,,
Battle of Tegyra,375 BC,"Near Orchomenus, Boeotia",Theban victory,Pelopidas,"1,000-1,800",300,L,V,30,,,,,
Battle of Telamon,225 BC,"Campo Regio, near Telamon (modern Talamone in Tuscany)",Decisive Roman victory,Gaius Atilius Regulus,"50,000 infantry,
20,000 cavalry","70,000 infantry,
5,400 cavalry",L,V,70000,5400,,,,
Battle of Telamon,225 BC,"Campo Regio, near Telamon (modern Talamone in Tuscany)",Decisive Roman victory,Lucius Aemilius Papus,"50,000 infantry,
20,000 cavalry","70,000 infantry,
5,400 cavalry",L,V,70000,5400,,,,
Battle of Temmokuzan,1582,"Tenmoku Mountain, Kai Province, Japan",Oda victory,Oda Nobunaga,"9,000","20,000",L,V,20000,,,,,
Battle of Temmokuzan,1582,"Tenmoku Mountain, Kai Province, Japan",Oda victory,Oda Nobutada,"9,000","20,000",L,V,20000,,,,,
Battle of Temmokuzan,1582,"Tenmoku Mountain, Kai Province, Japan",Oda victory,Tokugawa Ieyasu,"9,000","20,000",L,V,20000,,,,,
Battle of Temmokuzan,1582,"Tenmoku Mountain, Kai Province, Japan",Oda victory,Takigawa Kazumasu,"9,000","20,000",L,V,20000,,,,,
Battle of Tewkesbury,4 May 1471,"Tewkesbury in Gloucestershire, England",Decisive Yorkist victory,Edward IV of England,"6,000[2]","3,500[1]-5,000[2]",L,V,4750,,,,,
Battle of Tewkesbury,4 May 1471,"Tewkesbury in Gloucestershire, England",Decisive Yorkist victory,Richard III of England,"6,000[2]","3,500[1]-5,000[2]",L,V,4750,,,,,
Battle of Tewkesbury,4 May 1471,"Tewkesbury in Gloucestershire, England",Decisive Yorkist victory,"William Hastings, 1st Baron Hastings","6,000[2]","3,500[1]-5,000[2]",L,V,4750,,,,,
Battle of Thapsus,"April 6, 46 BC","Thapsus (Tunisia), modern Ras Dimas",Decisive Caesarian victory,Julius Caesar,"72,000 (at least 12 legions), 14,500 cavalry
Juba's allied troops with 60 elephants","50,000 (at least 8 legions), 5,000 cavalry",L,V,50000,5000,,,,
Battle of the Aegates Islands,10 March 241 BC,"Aegadian Islands, western Sicily","Decisive Roman victory;
Treaty of Lutatius",Gaius Lutatius Catulus,250 ships,200 quinqueremes,L,V,,,,200,,
Battle of the Aegates Islands,10 March 241 BC,"Aegadian Islands, western Sicily","Decisive Roman victory;
Treaty of Lutatius",Valeria (gens),250 ships,200 quinqueremes,L,V,,,,200,,
